time,ax,ay,az,atotal
0.000,-0.02,-0.30,-0.12,0.33
0.010,0.22,0.12,-0.10,0.27
0.020,0.41,0.45,-0.23,0.65
0.030,0.33,0.49,0.26,0.65
0.040,0.25,0.40,0.52,0.70
0.050,0.30,0.52,0.57,0.82
0.060,0.38,0.67,0.41,0.88
0.070,0.32,0.69,0.37,0.85
0.080,0.22,0.57,0.45,0.76
0.090,0.15,0.29,0.40,0.52
0.100,0.14,0.03,0.07,0.16
0.110,0.05,-0.19,-0.25,0.31
0.120,0.09,-0.26,-0.55,0.62
0.130,0.28,-0.19,-0.85,0.92
0.140,0.45,-0.29,-0.79,0.95
0.150,0.51,-0.23,-0.43,0.71
0.160,0.40,0.11,0.21,0.46
0.170,0.25,0.51,0.62,0.84
0.180,-0.09,0.67,0.80,1.04
0.190,-0.18,0.72,0.59,0.95
0.200,0.03,0.71,0.43,0.83
0.210,0.27,0.45,-0.07,0.53
0.220,0.41,0.03,-0.26,0.48
0.230,0.60,-0.12,-0.25,0.66
0.240,0.60,0.08,0.10,0.62
0.250,-0.01,-0.26,0.79,0.83
0.260,-0.17,-0.48,0.78,0.93
0.269,-0.07,-0.42,0.46,0.62
0.280,0.09,-0.19,0.16,0.26
0.289,0.25,0.05,-0.01,0.26
0.300,0.42,0.18,-0.13,0.47
0.309,0.43,0.26,-0.37,0.63
0.319,0.37,0.26,-0.39,0.60
0.330,0.40,0.25,-0.28,0.55
0.339,0.58,0.08,-0.25,0.64
0.349,0.84,-0.14,-0.32,0.91
0.359,0.94,-0.32,-0.58,1.15
0.369,0.73,-0.42,-0.82,1.18
0.379,0.49,-0.41,-0.88,1.08
0.389,0.52,-0.40,-0.82,1.05
0.399,0.46,-0.36,-0.90,1.07
0.409,0.35,-0.12,-0.66,0.75
0.420,0.23,0.22,-0.08,0.32
0.429,0.10,0.65,0.38,0.76
0.439,0.14,0.96,0.67,1.18
0.449,0.37,1.11,0.72,1.37
0.459,0.67,1.06,0.85,1.52
0.469,0.88,0.85,0.77,1.45
0.479,0.90,0.56,0.49,1.17
0.489,0.76,0.25,0.48,0.94
0.499,0.57,-0.04,0.76,0.95
0.509,0.48,-0.25,1.20,1.31
0.519,0.48,-0.32,1.31,1.43
0.529,0.51,-0.15,0.94,1.08
0.539,0.35,0.19,0.31,0.50
0.549,0.28,0.48,-0.10,0.56
0.559,0.53,0.55,0.08,0.77
0.569,0.98,0.53,0.88,1.42
0.579,1.28,0.50,0.91,1.65
0.589,1.33,0.52,0.41,1.49
0.599,1.20,0.50,0.17,1.31
0.609,1.07,0.34,0.07,1.13
0.619,0.84,0.04,-0.01,0.84
0.629,0.46,-0.19,-0.05,0.50
0.639,0.20,-0.33,-0.20,0.44
0.649,0.13,-0.51,-0.29,0.60
0.659,0.17,-0.66,-0.10,0.69
0.669,0.39,-0.67,0.11,0.78
0.679,0.63,-0.53,0.43,0.93
0.689,0.66,-0.39,0.47,0.90
0.699,0.50,-0.14,0.25,0.58
0.709,0.21,0.08,0.09,0.24
0.719,-0.26,0.09,0.03,0.28
0.729,-0.67,-0.05,-0.43,0.80
0.739,-0.94,0.29,-0.99,1.39
0.749,-0.83,1.20,-1.13,1.84
0.759,-0.75,1.29,-1.16,1.89
0.769,-0.82,1.27,-0.78,1.70
0.779,-0.71,0.97,-0.76,1.42
0.789,-0.71,0.76,-0.84,1.34
0.799,-0.94,0.51,-0.64,1.25
0.809,-1.12,-0.07,-0.31,1.17
0.819,-0.80,-0.36,0.12,0.89
0.829,-0.64,0.05,0.02,0.65
0.839,-0.96,0.53,-0.03,1.10
0.849,-1.30,0.58,-0.13,1.43
0.859,-1.45,0.59,-0.34,1.60
0.869,-1.33,0.74,-0.45,1.58
0.879,-0.94,0.58,-0.43,1.19
0.889,-0.68,0.04,-0.42,0.80
0.898,-0.55,-0.45,-0.68,0.98
0.909,-0.35,-0.57,-1.11,1.29
0.919,-0.11,-0.27,-1.32,1.35
0.929,-0.00,0.02,-1.30,1.30
0.939,0.04,0.24,-1.35,1.37
0.949,0.05,0.33,-1.38,1.42
0.959,-0.04,0.32,-1.22,1.26
0.969,-0.11,0.61,-1.07,1.24
0.979,-0.10,0.81,-1.16,1.42
0.989,0.02,0.63,-1.34,1.48
0.998,-0.16,0.33,-1.13,1.18
1.009,-0.28,0.16,-0.62,0.69
1.019,-0.32,0.09,-0.37,0.50
1.029,-0.26,-0.06,-0.45,0.52
1.038,-0.13,-0.05,-0.50,0.52
1.048,0.04,0.13,-0.41,0.43
1.058,0.04,0.20,-0.29,0.36
1.068,0.04,0.16,-0.03,0.16
1.078,-0.37,0.20,-0.61,0.74
1.088,0.10,0.00,-0.84,0.85
1.098,0.35,0.53,-0.30,0.70
1.108,0.42,0.68,0.09,0.80
1.118,0.51,0.55,0.09,0.75
1.128,0.62,0.33,-0.17,0.72
1.138,0.97,-0.04,-0.29,1.01
1.148,0.08,0.60,-0.83,1.03
1.158,0.46,0.31,-0.85,1.02
1.168,0.64,0.59,-0.36,0.94
1.178,0.89,0.14,-0.04,0.90
1.188,1.03,-0.26,0.39,1.13
1.198,1.43,-0.36,0.67,1.62
1.208,1.32,0.52,1.71,2.22
1.218,1.09,1.14,2.08,2.61
1.228,0.85,1.59,1.71,2.49
1.238,0.27,1.26,0.73,1.48
1.248,0.37,0.18,-0.70,0.81
1.258,1.07,-0.25,-1.04,1.51
1.268,1.65,-0.16,-0.42,1.71
1.278,1.93,-0.17,1.04,2.20
1.288,2.10,-0.03,2.77,3.47
1.298,2.12,-0.45,3.35,3.99
