time,ax,ay,az,atotal
0.000,0.29,-1.00,0.12,1.05
0.010,0.12,-0.77,-0.01,0.78
0.020,0.05,-0.86,-0.41,0.95
0.030,0.73,-0.71,-0.91,1.37
0.040,0.62,-0.42,-1.47,1.65
0.050,-0.40,-0.46,-2.61,2.68
0.060,-0.91,-1.25,-2.66,3.08
0.070,-0.75,-0.34,-0.65,1.05
0.080,-0.93,0.52,1.31,1.69
0.090,-1.28,0.46,1.19,1.80
0.100,-1.37,0.38,1.17,1.84
0.110,-1.16,0.46,1.83,2.22
0.120,-0.73,0.09,2.04,2.17
0.130,-0.23,0.02,1.41,1.43
0.140,0.25,0.03,0.53,0.59
0.150,0.64,-0.17,-0.51,0.84
0.160,0.90,-0.31,-1.43,1.72
0.170,1.03,-0.26,-1.63,1.95
0.180,0.46,-0.34,-1.93,2.01
0.190,0.09,-0.20,-1.68,1.69
0.200,0.42,-0.03,-0.52,0.67
0.210,1.04,0.07,0.61,1.20
0.220,1.44,-0.01,0.61,1.56
0.230,2.13,-0.24,0.23,2.15
0.240,2.91,-0.53,-0.20,2.97
0.249,3.22,-0.89,-1.10,3.52
0.260,2.36,-0.87,-1.47,2.91
0.270,1.20,-0.58,-1.13,1.74
0.280,0.80,-0.61,-0.24,1.04
0.290,1.48,-0.70,2.07,2.64
0.299,2.19,-0.52,2.72,3.53
0.310,2.51,-0.87,1.81,3.21
0.319,2.81,-0.91,1.00,3.12
0.330,2.73,-0.63,0.26,2.81
0.339,2.07,-0.34,-0.39,2.13
0.350,1.32,-0.09,-1.12,1.73
0.360,0.37,-0.83,-1.81,2.03
0.369,-0.10,-0.75,-1.79,1.94
0.379,0.17,-0.15,0.87,0.90
0.389,0.11,-0.29,2.69,2.71
0.399,0.06,-0.16,3.69,3.69
0.409,0.07,-0.11,4.27,4.27
0.419,-0.21,-0.11,3.12,3.13
0.429,-0.94,-0.11,2.53,2.70
0.439,-2.02,-0.31,1.24,2.39
0.449,-2.37,0.14,-0.24,2.39
0.459,-2.25,-0.12,-0.11,2.26
0.469,-1.79,-0.75,0.84,2.12
0.479,-1.33,-2.29,-3.65,4.51
