time,ax,ay,az,atotal
0.000,0.66,0.42,0.68,1.03
0.010,0.52,0.02,0.93,1.07
0.020,0.01,-0.46,0.34,0.58
0.030,-0.25,0.09,-0.47,0.54
0.040,0.21,-0.36,-2.01,2.05
0.050,0.47,-0.37,-2.87,2.93
0.060,0.70,-0.01,-2.97,3.05
0.070,0.89,-0.20,-2.54,2.70
0.080,1.04,-0.35,-1.77,2.09
0.090,1.19,-0.43,-0.97,1.59
0.100,1.15,-0.09,-0.40,1.22
0.110,1.06,0.12,-0.48,1.16
0.120,0.88,0.12,-1.12,1.43
0.130,0.78,0.14,-1.67,1.85
0.140,0.86,0.00,-2.01,2.18
0.150,1.15,-0.33,-2.42,2.70
0.160,1.45,-0.62,-2.72,3.14
0.170,1.61,-0.77,-2.70,3.23
0.180,1.59,-1.01,-2.48,3.12
0.190,1.47,-1.24,-2.26,2.97
0.200,1.79,-0.42,-0.65,1.95
0.210,2.24,-0.86,0.15,2.41
0.220,3.08,-1.57,-0.87,3.57
0.230,2.90,-2.41,-3.15,4.91
0.240,-1.66,-1.42,-7.30,7.62
0.250,-2.30,-0.24,8.54,8.85
0.260,1.39,1.09,6.54,6.77
0.270,0.10,-0.32,-0.17,0.38
0.280,1.41,0.19,-1.37,1.98
0.290,-0.36,0.06,-3.76,3.78
0.300,-1.96,0.62,0.44,2.10
0.310,-0.98,-0.53,3.92,4.07
0.320,2.35,-1.88,3.19,4.39
0.330,3.27,-0.94,5.86,6.78
0.340,2.47,0.42,5.34,5.90
0.350,2.17,2.28,3.04,4.37
0.360,1.58,3.03,1.70,3.82
0.369,0.46,3.58,1.66,3.97
0.379,0.59,3.71,-1.64,4.10
0.389,2.27,3.10,-5.10,6.39
0.399,1.65,3.85,-8.19,9.20
0.409,0.21,4.16,-7.31,8.41
0.419,1.40,1.46,-6.38,6.70
0.429,3.16,-1.00,-6.27,7.09
0.439,3.37,-1.24,-6.32,7.27
0.450,3.34,0.25,-3.97,5.20
0.459,4.62,4.12,-3.83,7.27
0.469,6.73,6.65,-4.64,10.54
0.479,6.68,8.04,-5.22,11.69
0.489,6.52,8.63,-6.15,12.45
0.499,7.82,7.52,-5.66,12.24
0.509,9.54,5.42,-3.86,11.63
0.519,9.80,4.83,-3.61,11.51
0.529,9.69,5.43,-2.31,11.35
0.539,9.28,6.01,0.35,11.06
0.549,8.09,6.97,2.80,11.04
0.559,6.57,8.30,5.19,11.79
0.569,5.36,9.01,8.61,13.57
0.579,4.32,10.07,11.73,16.05
0.589,2.98,11.24,14.05,18.24
0.599,2.22,11.23,15.50,19.27
0.609,1.81,10.56,15.60,18.92
0.619,1.28,9.35,15.13,17.83
0.629,0.33,7.98,14.35,16.42
0.639,-1.17,6.70,13.05,14.72
0.649,-2.32,5.19,12.21,13.47
0.659,-3.12,3.61,11.92,12.84
0.669,-4.08,2.63,11.34,12.33
0.679,-4.78,1.84,10.71,11.87
0.689,-5.45,1.40,10.05,11.52
0.699,-6.11,1.18,9.71,11.54
0.709,-6.73,0.91,9.44,11.63
0.719,-7.48,0.40,9.25,11.90
0.729,-8.09,-0.23,8.92,12.04
0.739,-8.13,-0.50,8.32,11.64
0.749,-8.07,-0.50,7.45,10.99
0.759,-7.91,-0.49,6.49,10.25
0.769,-7.79,-0.63,5.79,9.73
0.779,-7.67,-1.00,5.11,9.27
0.789,-7.44,-1.27,4.44,8.76
0.799,-7.16,-1.34,3.88,8.25
0.809,-6.64,-1.33,3.67,7.70
0.819,-6.27,-1.26,3.17,7.13
0.829,-6.12,-1.31,2.50,6.74
0.839,-6.18,-1.52,1.99,6.67
0.849,-6.89,-1.83,0.57,7.15
0.859,-7.22,-1.98,-1.28,7.59
0.869,-6.37,-2.13,-1.17,6.81
0.879,-6.56,-3.01,-2.07,7.51
0.889,-6.60,-3.40,-2.80,7.94
0.899,-6.06,-2.95,-2.07,7.06
0.909,-4.41,0.58,-3.61,5.73
0.918,-2.96,2.11,-2.46,4.39
0.929,-2.39,1.53,-2.40,3.72
0.939,-1.71,1.27,-2.48,3.27
0.949,-1.29,0.80,-2.15,2.63
0.959,-1.18,0.30,-1.89,2.25
0.969,-1.24,-0.04,-1.87,2.24
0.979,-1.30,-0.22,-1.77,2.20
0.989,-1.32,-0.23,-1.31,1.87
0.999,-1.47,-0.23,-0.54,1.58
1.009,-1.47,-0.28,0.20,1.51
1.019,-0.96,-0.81,1.76,2.16
1.028,-1.56,0.12,1.26,2.01
1.038,-1.69,1.10,0.34,2.04
1.048,-1.24,1.21,0.84,1.92
1.059,-0.69,0.89,1.09,1.57
1.068,-0.66,0.42,0.78,1.11
1.079,-0.62,-0.02,0.13,0.64
1.088,-0.40,-0.14,-0.92,1.02
1.098,-0.03,-0.01,-1.61,1.61
1.108,0.22,-0.20,-1.53,1.56
1.118,0.15,-0.61,-1.15,1.31
1.128,-0.13,-0.77,-0.58,0.98
1.138,-0.29,-0.45,-0.02,0.53
1.148,-0.41,0.02,0.23,0.47
1.158,-0.48,0.33,0.22,0.62
1.168,-0.46,0.29,0.33,0.64
1.178,-0.58,-0.00,0.48,0.76
1.188,-0.69,-0.30,0.67,1.01
1.198,-0.67,-0.54,1.05,1.36
1.208,-0.68,-0.76,1.40,1.73
1.218,-0.62,-0.86,1.60,1.91
1.228,-0.43,-0.59,1.98,2.11
1.238,-0.22,-0.49,2.17,2.24
1.248,0.05,-0.69,2.16,2.27
