time,ax,ay,az,atotal
0.000,-0.70,0.12,-1.33,1.51
0.010,-0.48,0.39,-2.78,2.85
0.020,0.79,0.22,-3.49,3.58
0.030,0.74,0.53,-3.46,3.57
0.040,0.17,1.00,-3.03,3.19
0.050,0.35,0.75,-1.98,2.15
0.060,0.64,0.10,-0.17,0.67
0.070,0.59,-0.07,1.43,1.55
0.080,0.23,0.14,2.59,2.61
0.090,-0.60,0.22,3.36,3.42
0.100,-1.32,0.10,3.28,3.54
0.110,-1.69,-0.30,2.42,2.97
0.120,-1.59,-1.13,1.48,2.45
0.130,-1.51,-1.75,0.92,2.49
0.140,-1.42,-1.83,0.53,2.38
0.150,-1.03,-1.61,0.87,2.10
0.160,-0.63,-1.14,1.47,1.97
0.170,-0.42,-0.75,1.62,1.83
0.180,-0.36,-0.35,1.58,1.65
0.190,-0.66,0.11,1.26,1.43
0.200,-0.81,0.10,0.84,1.17
0.210,-0.86,-0.16,0.82,1.20
0.220,-1.14,-0.49,0.67,1.41
0.230,-1.17,-0.80,0.12,1.42
0.240,-1.12,-0.67,-0.18,1.32
0.250,-1.07,-0.18,-0.17,1.10
0.260,0.30,6.74,0.43,6.76
0.269,0.20,8.26,0.03,8.26
0.280,-1.10,3.42,-0.03,3.60
0.289,0.09,5.12,-0.42,5.13
0.300,0.10,2.33,-1.14,2.60
0.310,-0.17,0.58,-1.82,1.92
0.320,-0.92,-1.04,-2.19,2.59
0.329,-1.28,-2.17,-1.51,2.94
0.339,-1.16,-2.26,-0.08,2.54
0.349,-0.73,-1.37,1.55,2.19
0.359,-0.26,-0.52,2.47,2.54
0.370,-0.14,-0.20,2.64,2.66
0.380,-0.15,-0.25,2.00,2.02
0.389,-0.19,-0.18,0.98,1.02
0.400,-0.16,-0.04,-0.88,0.89
0.409,-0.02,0.20,-2.98,2.99
0.419,-0.35,0.34,-3.53,3.56
0.429,-1.04,0.34,-2.00,2.28
0.439,-1.18,0.32,-0.64,1.38
0.449,-0.83,0.16,-0.01,0.85
0.459,-0.63,0.26,0.54,0.87
0.469,-0.38,0.66,0.62,0.98
0.479,-0.27,0.71,0.73,1.06
0.489,-0.13,0.59,1.35,1.48
0.499,0.13,0.48,1.61,1.68
0.509,0.24,0.47,1.59,1.68
0.519,0.30,0.50,1.60,1.70
0.529,0.24,0.16,1.17,1.21
0.539,0.31,-0.29,0.86,0.96
0.549,0.29,-0.69,2.35,2.46
0.559,0.47,-1.22,2.91,3.19
0.569,0.80,-1.37,2.07,2.61
0.579,0.80,-0.86,1.92,2.26
0.589,0.80,-0.17,1.39,1.61
0.599,1.02,-0.03,0.46,1.12
0.609,1.50,-0.38,0.50,1.63
0.619,1.90,-0.86,1.33,2.47
0.629,1.84,-1.66,1.45,2.87
0.639,1.71,-2.37,-1.55,3.30
0.649,1.54,-3.59,-2.66,4.73
0.659,1.39,-2.98,2.01,3.85
0.669,1.45,-1.01,4.34,4.69
0.679,1.61,-0.01,4.20,4.50
0.689,2.40,0.39,3.32,4.12
0.699,2.23,0.61,1.51,2.76
0.709,2.56,0.25,-0.07,2.57
0.719,2.12,-0.14,0.11,2.12
0.729,-0.12,-0.11,1.95,1.95
0.739,-1.15,-0.47,2.35,2.66
0.749,-2.92,-2.07,0.39,3.60
0.759,-4.92,-5.34,-0.68,7.29
0.769,-3.98,-8.37,1.07,9.33
0.779,-3.95,-8.99,3.59,10.45
0.789,-2.02,-8.74,4.89,10.21
0.799,-0.59,-8.90,5.47,10.47
0.809,-0.42,-7.02,6.37,9.49
0.819,-2.05,-3.62,8.32,9.30
