time,ax,ay,az,atotal
0.000,1.08,-1.27,-0.15,1.67
0.010,1.35,-1.60,-1.09,2.36
0.020,1.36,-1.96,-1.81,2.99
0.030,0.61,-2.77,-1.26,3.11
0.040,0.55,-2.28,-0.32,2.36
0.050,0.70,-1.69,-0.13,1.83
0.060,0.87,-1.41,0.29,1.68
0.070,1.20,-1.40,0.81,2.02
0.080,1.50,-1.68,1.40,2.65
0.090,1.77,-2.00,1.45,3.04
0.100,1.95,-2.25,0.88,3.10
0.110,2.13,-2.37,0.17,3.19
0.120,2.28,-2.35,-0.64,3.34
0.130,2.40,-2.41,-1.50,3.72
0.140,2.46,-2.37,-1.68,3.81
0.150,2.08,-2.36,-1.22,3.37
0.160,1.28,-2.11,-0.17,2.47
0.170,0.66,-1.65,1.00,2.04
0.180,0.77,-0.90,1.27,1.74
0.190,1.01,-0.27,1.32,1.69
0.200,0.76,-0.20,1.49,1.69
0.210,0.75,-0.15,1.47,1.65
0.220,0.16,-0.24,1.06,1.10
0.230,-0.98,0.12,1.08,1.46
0.240,-1.64,1.01,0.92,2.13
0.249,-1.29,2.10,0.16,2.47
0.260,-0.97,2.73,-0.53,2.95
0.270,-0.80,2.59,-0.56,2.77
0.279,-0.52,1.82,0.11,1.90
0.290,-0.60,0.87,0.96,1.43
0.299,-0.86,-0.12,1.80,2.00
0.310,-1.30,-1.25,2.08,2.76
0.320,-1.48,-1.61,1.88,2.88
0.329,-1.50,-1.54,0.81,2.29
0.340,-1.42,-1.37,-0.47,2.03
0.349,-1.32,-0.99,-1.76,2.42
0.360,-0.75,-0.43,-2.64,2.78
0.370,-0.37,-0.21,-3.00,3.04
0.379,-0.48,-0.20,-2.32,2.38
0.389,-0.44,-0.27,-1.15,1.26
0.399,-0.38,-0.56,-0.06,0.68
0.409,-0.23,-0.96,0.71,1.21
0.419,-0.12,-1.13,1.10,1.58
0.429,0.30,-1.25,1.11,1.70
0.439,3.41,-2.88,1.66,4.76
0.449,1.33,-2.44,2.98,4.07
0.459,1.07,-1.16,2.23,2.73
0.469,1.01,0.31,1.30,1.68
0.479,0.49,1.47,0.81,1.75
0.489,0.07,1.13,0.70,1.33
0.499,-0.34,0.28,1.07,1.16
0.509,-0.90,-0.49,0.99,1.42
0.519,-1.07,-0.63,0.61,1.38
0.529,-1.32,-0.37,0.38,1.42
0.539,-1.76,-0.20,-0.05,1.77
0.549,-2.62,0.99,-0.84,2.92
0.559,-5.24,2.84,0.27,5.97
0.569,-10.12,2.56,-1.41,10.54
0.579,-2.07,-1.28,2.09,3.21
0.589,1.01,-2.42,2.05,3.33
0.599,0.59,-1.36,-2.00,2.49
0.609,-0.32,-1.09,-3.33,3.52
0.619,-0.06,-1.38,-1.85,2.31
0.629,0.68,-0.88,-1.35,1.75
0.639,1.19,-0.16,-1.84,2.20
0.649,1.51,-0.18,-2.29,2.75
0.659,1.71,-0.02,-2.31,2.87
0.669,1.10,1.05,-1.37,2.05
0.679,-0.13,2.77,0.68,2.85
0.689,-0.36,2.82,1.00,3.02
0.699,0.03,3.39,0.42,3.42
0.709,-0.80,3.90,-0.06,3.98
0.719,0.09,4.58,1.98,4.99
0.729,0.89,3.36,3.27,4.77
0.739,1.39,3.09,-0.72,3.47
0.749,2.53,2.92,-1.98,4.34
0.759,3.09,3.11,-3.09,5.36
0.769,3.83,3.19,-2.14,5.42
0.779,4.30,2.01,0.10,4.74
0.789,3.46,0.54,-0.94,3.63
0.799,3.29,-0.07,-1.19,3.50
0.809,3.83,-0.20,-0.11,3.83
0.819,4.12,-0.29,0.26,4.14
0.829,4.43,-0.30,-0.31,4.45
0.839,4.80,-0.43,-0.68,4.86
0.849,5.03,-0.90,-0.42,5.13
0.859,4.77,-0.88,-2.20,5.33
0.869,4.83,-0.23,-0.90,4.92
0.879,4.66,-1.12,0.39,4.81
0.889,5.04,-2.09,0.93,5.53
0.899,5.40,-1.79,1.57,5.90
0.909,4.84,-1.05,1.48,5.17
0.919,4.34,-0.30,1.27,4.53
0.929,4.13,0.19,1.84,4.53
0.939,3.37,0.47,2.75,4.38
0.949,2.40,1.02,4.20,4.94
0.959,0.99,1.83,6.01,6.36
0.968,0.25,2.73,7.57,8.05
0.979,-0.00,3.73,8.57,9.35
0.988,-0.43,3.69,9.39,10.10
0.999,-1.57,3.18,9.79,10.42
1.008,-2.79,2.64,8.54,9.37
1.018,-2.57,2.23,7.26,8.02
1.028,-2.22,1.44,6.79,7.28
1.038,-1.91,0.38,7.05,7.32
1.048,-2.22,1.04,6.31,6.77
1.058,-2.32,2.34,5.47,6.38
1.068,-2.65,3.27,3.88,5.73
1.079,-2.38,3.15,3.00,4.95
1.088,-2.27,2.12,2.23,3.83
1.098,-2.09,0.95,1.71,2.86
1.108,-2.03,0.15,0.90,2.22
1.118,-1.79,-0.28,0.34,1.84
1.128,-1.35,-0.44,-0.14,1.43
1.138,-1.02,-0.55,-0.57,1.29
1.148,-0.94,-0.62,-1.19,1.64
1.158,-1.15,-0.95,-1.70,2.26
1.168,-1.02,-1.71,-1.60,2.55
1.178,-1.77,-2.26,-0.66,2.94
1.188,-3.25,-2.12,-0.07,3.88
1.198,-3.11,-2.22,-0.84,3.91
1.208,-3.51,-2.23,-0.79,4.23
1.218,-3.47,-2.39,0.38,4.23
1.228,-2.82,-1.93,0.81,3.51
1.238,-2.69,-0.71,0.23,2.79
1.248,-2.79,0.06,-0.39,2.81
1.258,-2.56,0.21,-0.34,2.59
1.268,-2.38,0.11,0.07,2.39
1.278,-2.42,0.11,0.46,2.47
1.288,-2.49,0.15,1.13,2.74
1.298,-2.66,0.14,1.33,2.97
1.308,-2.53,0.16,1.34,2.86
1.318,-1.98,0.24,1.51,2.50
1.328,-1.62,0.56,1.95,2.60
1.338,-1.34,0.57,2.30,2.72
1.348,-1.36,0.47,1.86,2.35
1.358,-1.16,0.07,2.07,2.38
1.368,-1.21,-0.19,1.86,2.22
1.378,-1.19,0.01,1.98,2.31
1.388,-1.54,0.43,1.31,2.07
1.398,-1.85,0.72,0.15,1.99
1.408,-1.66,0.68,-0.66,1.92
1.418,-1.62,0.40,-0.91,1.90
1.428,-1.67,0.10,-0.61,1.78
1.438,-1.57,-0.17,0.12,1.59
1.448,-1.77,-0.32,0.31,1.83
1.458,-1.95,-0.54,0.31,2.05
1.468,-1.77,-0.64,0.25,1.90
1.478,-1.37,-0.57,0.11,1.49
1.488,-0.87,-0.55,-0.24,1.06
1.498,-0.73,-0.48,-0.60,1.06
1.508,-0.68,-0.43,-0.29,0.86
1.518,-0.58,-0.39,0.58,0.91
1.528,-0.53,0.10,1.08,1.20
1.538,-0.35,0.97,1.50,1.82
1.548,-0.16,1.68,1.20,2.07
1.557,-0.03,1.53,0.82,1.74
1.568,0.17,0.98,0.43,1.09
1.578,0.12,0.63,-0.29,0.71
1.588,0.30,0.29,-0.91,1.00
1.598,0.37,-0.20,-1.16,1.24
1.608,0.49,-0.67,-1.26,1.51
1.618,0.75,-0.81,-1.35,1.75
1.628,1.29,-0.94,-1.37,2.10
1.638,1.57,-0.92,-1.54,2.38
1.648,1.53,-0.84,-1.81,2.52
1.658,1.51,-0.78,-2.00,2.62
1.668,1.37,-0.50,-2.00,2.47
1.678,1.35,-0.10,-1.45,1.98
1.688,0.78,-0.06,-0.71,1.06
1.697,-0.13,-0.45,0.07,0.47
1.707,-1.49,-1.05,1.01,2.08
1.718,-2.93,-1.42,1.63,3.64
1.727,-3.83,-1.09,1.98,4.44
1.737,-3.75,0.42,2.01,4.28
1.748,-2.78,2.14,1.78,3.93
1.757,-0.34,2.30,1.00,2.53
1.768,1.99,1.83,0.86,2.84
1.778,2.91,1.07,-2.23,3.82
1.787,2.02,-1.96,-2.66,3.87
1.797,1.69,-2.16,-0.65,2.82
1.807,0.48,-0.41,0.90,1.10
1.817,-0.21,1.00,2.52,2.72
1.827,-0.57,1.52,2.99,3.40
1.837,-0.78,1.53,2.70,3.20
1.847,-1.08,1.35,1.74,2.45
1.857,-1.49,0.66,0.75,1.80
1.867,-1.56,0.16,0.26,1.59
1.877,-0.87,0.61,-0.12,1.07
1.887,0.07,1.66,-0.93,1.91
1.897,0.53,2.00,-1.66,2.65
1.907,1.11,2.21,-1.89,3.12
1.917,1.56,2.58,-1.68,3.45
1.927,1.92,2.70,-0.94,3.44
1.937,2.21,2.95,-0.15,3.69
1.947,2.26,2.90,0.58,3.72
1.957,2.52,2.40,1.49,3.79
1.967,1.22,0.31,3.12,3.36
1.977,-0.46,0.44,3.58,3.63
1.987,-1.28,0.20,2.72,3.01
1.997,-1.89,-2.00,0.83,2.88
2.007,-2.62,-4.65,-1.24,5.48
2.017,-3.45,-6.57,-1.64,7.60
2.027,-4.61,-6.62,-1.49,8.20
2.037,-4.73,-5.29,-1.70,7.30
2.047,-2.92,-3.18,-1.28,4.50
