time,ax,ay,az,atotal
0.000,0.51,-0.19,-0.88,1.04
0.010,0.19,0.23,-0.66,0.73
0.020,0.07,0.29,0.10,0.32
0.030,0.21,-0.06,0.27,0.35
0.040,0.19,-0.32,0.09,0.38
0.050,0.25,-0.50,0.11,0.57
0.060,0.29,-0.79,0.29,0.89
0.070,0.10,-1.12,0.58,1.27
0.080,-0.01,-1.64,0.41,1.70
0.090,0.06,-1.97,0.28,1.99
0.100,0.08,-2.24,0.24,2.25
0.110,-0.05,-2.49,0.18,2.50
0.120,-0.30,-2.70,0.91,2.86
0.130,-0.67,-3.36,1.53,3.75
0.140,-1.13,-3.85,2.12,4.54
0.150,-1.34,-3.96,2.82,5.04
0.160,-1.34,-3.99,3.13,5.25
0.170,-1.41,-3.92,3.35,5.34
0.180,-1.52,-4.04,3.86,5.79
0.190,-1.88,-4.50,4.32,6.51
0.200,-2.69,-4.71,5.01,7.38
0.210,-3.86,-4.24,6.04,8.33
0.220,-4.73,-3.34,6.43,8.66
0.230,-5.21,-2.97,5.45,8.10
0.240,-5.28,-2.73,4.50,7.46
0.250,-4.51,-2.15,4.28,6.58
0.260,-3.45,-1.67,3.91,5.48
0.270,-2.63,-1.17,2.66,3.92
0.280,-1.77,-0.35,1.52,2.36
0.290,-0.58,-1.94,2.20,3.00
0.300,-1.97,-2.11,1.05,3.07
0.310,-1.33,-1.62,0.12,2.10
0.319,-0.14,-4.24,1.27,4.43
0.329,3.18,-6.94,4.28,8.75
0.340,1.24,-3.34,2.07,4.12
0.349,-1.14,-2.85,-5.55,6.34
0.359,0.18,-3.99,-5.93,7.15
0.369,-0.11,-3.36,-5.36,6.33
0.379,-2.04,-2.54,-6.57,7.33
0.389,-4.44,-1.13,-23.21,23.65
0.400,-1.86,1.07,-18.23,18.35
0.409,0.79,3.36,-6.24,7.13
0.420,2.86,3.86,-4.98,6.92
0.429,4.13,4.24,-5.75,8.25
0.439,2.71,3.53,-4.03,6.00
0.450,-0.35,1.72,2.06,2.71
0.459,-0.24,-0.03,2.87,2.88
0.470,1.70,-0.67,0.51,1.90
0.479,1.96,0.12,-0.31,1.99
0.490,0.66,1.00,-0.47,1.29
0.500,0.87,0.35,-0.66,1.14
0.509,0.86,-0.87,-0.87,1.50
0.519,1.40,-0.39,-1.13,1.84
0.529,3.29,1.25,0.02,3.52
0.539,1.91,-0.13,1.51,2.43
0.549,2.35,-2.71,5.40,6.48
0.559,4.04,-5.06,6.51,9.18
0.569,2.81,-3.55,8.03,9.21
0.579,1.82,-2.18,9.20,9.63
0.589,-0.62,-0.65,8.40,8.44
0.599,-2.48,0.46,7.66,8.07
0.609,-4.38,2.88,8.04,9.60
0.619,-6.67,6.19,8.33,12.33
0.629,-7.57,7.10,8.50,13.42
0.639,-7.76,7.42,7.32,13.00
0.649,-7.73,7.79,6.04,12.53
0.659,-7.48,8.56,5.72,12.73
0.669,-6.55,9.05,6.20,12.77
0.679,-4.97,8.77,5.55,11.51
0.689,-3.61,8.22,4.05,9.85
0.699,-3.13,7.61,2.32,8.55
0.709,-3.00,7.18,0.30,7.79
0.719,-2.42,7.11,-1.43,7.64
0.729,-0.87,7.10,-1.84,7.38
0.739,1.03,7.13,-2.03,7.48
0.749,2.86,7.22,-3.04,8.33
0.759,4.59,7.53,-4.18,9.76
0.769,5.39,7.97,-5.25,10.96
0.779,5.43,8.49,-5.89,11.68
0.789,5.09,8.90,-6.06,11.91
0.799,4.75,8.35,-6.39,11.53
0.809,4.73,7.28,-7.78,11.66
0.819,4.66,6.09,-8.49,11.44
0.829,4.55,5.08,-8.29,10.73
0.839,4.56,4.27,-8.04,10.18
0.849,4.51,3.67,-7.75,9.69
0.859,4.40,2.85,-7.40,9.07
0.869,4.49,1.93,-6.73,8.32
0.879,4.46,1.25,-6.29,7.81
0.889,4.45,0.80,-5.42,7.06
0.899,4.36,0.77,-3.96,5.94
0.909,4.33,0.65,-3.38,5.53
0.919,4.38,0.35,-2.96,5.30
0.929,4.21,-0.00,-2.40,4.84
0.939,4.15,-0.87,-2.03,4.70
0.949,4.09,-1.68,-1.53,4.68
0.959,4.33,-2.14,-1.88,5.18
0.969,4.35,-2.37,-1.76,5.25
0.979,4.34,-2.04,-1.91,5.16
0.989,4.52,-1.40,-2.82,5.51
0.998,4.82,-0.91,-3.20,5.86
1.009,5.10,-0.46,-3.25,6.07
1.018,5.28,-0.56,-3.06,6.12
1.029,5.35,-1.02,-2.33,5.93
1.039,5.38,-0.96,-1.46,5.66
1.049,5.45,-0.62,-1.22,5.62
1.059,5.42,-0.81,-1.05,5.58
1.068,5.12,-1.26,-0.60,5.30
1.079,4.70,-1.72,-0.31,5.01
1.089,4.29,-1.71,-0.30,4.63
1.099,3.87,-1.36,-0.49,4.13
1.108,3.60,-1.09,-0.49,3.79
1.118,3.28,-1.24,-0.36,3.52
1.128,2.81,-1.47,-0.14,3.17
1.138,2.41,-1.73,0.13,2.97
1.148,1.99,-1.88,0.30,2.75
1.158,1.97,-1.34,1.05,2.60
1.168,2.19,-0.49,1.46,2.68
1.178,1.37,-0.79,0.42,1.63
1.188,0.71,-0.86,0.54,1.24
1.198,0.13,0.32,0.30,0.46
1.208,-0.44,1.31,-0.30,1.41
1.218,-0.90,1.32,-0.23,1.62
1.228,-1.40,0.59,0.34,1.56
1.238,-1.77,-0.15,0.80,1.95
1.248,-1.89,0.12,0.73,2.03
1.258,-1.93,0.75,0.09,2.08
1.268,-1.97,0.94,-0.65,2.28
1.278,-1.96,0.95,0.42,2.23
1.288,-1.15,1.15,0.31,1.65
1.298,-0.58,0.67,-0.22,0.91
1.308,-0.33,0.82,-0.15,0.90
1.318,-0.13,0.68,-0.50,0.86
1.328,-0.09,0.60,-0.63,0.87
1.338,-0.11,1.10,-0.64,1.27
1.348,-0.03,1.37,-0.94,1.67
1.358,0.32,1.59,-0.82,1.82
1.368,0.58,1.72,-0.56,1.89
1.378,2.06,4.40,-0.68,4.91
1.388,4.04,6.05,-1.72,7.48
1.398,2.22,-1.10,-1.53,2.91
