time,ax,ay,az,atotal
0.000,-0.13,-0.08,0.45,0.48
0.010,0.20,-0.09,0.22,0.32
0.020,0.38,-0.40,0.11,0.56
0.030,0.40,-0.23,-0.17,0.50
0.040,0.37,-0.15,-0.22,0.45
0.050,0.32,-0.13,-0.03,0.35
0.060,0.23,0.05,0.17,0.29
0.070,0.12,0.32,0.26,0.43
0.080,0.12,0.37,0.29,0.48
0.090,0.21,0.22,0.22,0.38
0.100,0.31,0.08,0.23,0.40
0.110,0.32,-0.05,0.13,0.35
0.120,0.24,-0.26,-0.10,0.37
0.130,0.22,-0.38,-0.14,0.46
0.140,0.04,-0.33,-0.09,0.35
0.150,-0.13,-0.17,0.16,0.27
0.160,-0.19,0.08,0.33,0.39
0.170,-0.14,0.29,0.50,0.59
0.180,-0.04,0.27,0.59,0.65
0.190,-0.00,0.26,0.29,0.39
0.200,-0.04,0.35,0.01,0.35
0.210,0.12,0.06,0.01,0.13
0.220,0.08,-0.07,-0.20,0.22
0.230,0.04,0.07,-0.06,0.10
0.240,0.02,-0.00,-0.01,0.02
0.250,-0.13,-0.08,0.25,0.29
0.260,-0.30,0.15,0.42,0.54
0.269,-0.40,0.37,0.28,0.61
0.280,-0.22,-0.10,0.41,0.47
0.290,-0.09,-0.41,0.15,0.44
0.300,0.03,-0.41,-0.12,0.43
0.310,0.12,-0.37,-0.56,0.68
0.320,0.52,-0.58,-0.77,1.09
0.330,1.05,-0.71,-0.35,1.31
0.340,1.20,-0.87,0.03,1.49
0.350,1.17,-0.84,0.07,1.44
0.359,1.13,-0.74,0.00,1.35
0.370,1.12,-1.11,-0.10,1.58
0.380,1.16,-1.76,0.03,2.11
0.389,1.26,-2.45,-0.05,2.75
0.400,1.22,-1.36,-0.10,1.83
0.409,1.20,-0.22,0.06,1.22
0.419,1.01,0.68,-0.04,1.21
0.429,0.81,0.87,-0.44,1.27
0.439,0.96,-0.24,-0.95,1.37
0.449,1.32,-2.06,-1.16,2.71
0.459,1.78,-2.16,-1.09,3.00
0.469,1.78,-2.53,-0.07,3.09
0.479,1.09,-2.64,1.23,3.10
0.489,-2.20,-0.36,-0.51,2.29
0.499,-5.29,0.78,-1.26,5.50
0.509,-6.19,0.90,-0.40,6.27
0.519,-5.54,1.87,0.06,5.85
0.529,-3.77,1.46,-0.71,4.10
0.539,-2.13,0.28,-2.62,3.39
0.549,-0.76,0.03,-3.84,3.91
0.559,0.49,0.86,-3.50,3.63
0.569,0.14,1.93,-3.75,4.22
0.579,-0.71,2.32,-3.89,4.58
0.589,-0.72,3.01,-3.47,4.65
0.599,-0.84,4.16,-3.35,5.40
0.609,-1.16,4.98,-3.16,6.01
0.619,-1.99,5.40,-0.77,5.80
0.629,-1.89,5.04,-2.38,5.88
0.639,-0.60,5.03,-4.30,6.65
0.649,0.24,4.50,-4.85,6.62
0.659,1.61,4.46,-4.92,6.83
0.669,2.47,5.06,-4.44,7.17
0.679,3.08,5.20,-3.60,7.04
0.689,3.66,4.88,-3.05,6.82
0.699,4.13,4.86,-2.95,7.03
0.709,4.72,5.15,-2.88,7.56
0.719,5.22,6.38,-4.45,9.37
0.729,3.95,6.07,-2.87,7.79
0.739,3.62,5.30,0.88,6.48
0.749,3.66,6.51,2.54,7.89
0.759,2.48,8.54,4.77,10.10
0.769,1.70,9.77,6.24,11.72
0.779,1.54,8.82,6.66,11.16
0.789,1.58,6.76,7.33,10.10
0.799,2.12,4.76,7.05,8.77
0.809,2.88,2.93,5.42,6.80
0.819,3.20,1.79,5.41,6.53
0.829,2.46,2.19,6.60,7.37
0.838,1.06,2.93,8.34,8.90
0.849,-0.51,3.17,8.96,9.52
0.858,-1.82,4.59,7.97,9.38
0.869,-2.37,5.91,6.93,9.41
0.878,-2.48,5.74,5.30,8.19
0.889,-2.44,4.02,4.49,6.50
0.899,-3.67,2.00,4.20,5.93
0.909,-5.71,0.38,4.22,7.11
0.919,-7.04,-1.03,5.30,8.88
0.928,-7.76,-1.51,5.85,9.84
0.938,-9.18,-0.84,5.67,10.82
0.948,-10.95,0.49,3.78,11.59
0.958,-10.98,0.03,1.96,11.15
0.969,-10.23,-2.01,0.52,10.44
0.978,-9.18,-3.62,-1.05,9.92
0.989,-9.37,-4.99,-1.57,10.73
0.998,-9.33,-5.96,-2.22,11.29
1.009,-9.23,-6.23,-2.89,11.50
1.018,-9.21,-5.52,-3.95,11.44
1.028,-8.53,-4.87,-5.22,11.12
1.038,-7.18,-4.59,-5.70,10.25
1.048,-5.75,-4.39,-6.62,9.80
1.059,-4.15,-4.87,-7.33,9.73
1.068,-2.80,-4.49,-7.75,9.38
1.078,-1.87,-3.94,-8.14,9.23
1.088,-1.57,-4.07,-8.00,9.11
