time,ax,ay,az,atotal
0.000,-0.01,-1.58,-2.28,2.78
0.010,0.61,-0.80,-1.31,1.65
0.020,0.71,-0.91,-0.47,1.25
0.030,-0.52,-1.32,-0.14,1.43
0.040,-0.52,-1.87,-0.41,1.99
0.050,-0.15,-2.23,-0.69,2.34
0.060,0.06,-2.67,-0.59,2.74
0.070,0.27,-2.08,1.00,2.32
0.080,0.73,-0.42,-0.05,0.85
0.090,0.67,-0.46,-0.90,1.22
0.100,0.76,-0.47,-0.34,0.96
0.110,0.66,-0.12,0.18,0.70
0.120,0.22,0.38,0.73,0.85
0.130,-0.56,0.96,1.94,2.24
0.140,-1.19,0.85,2.83,3.18
0.150,-1.72,0.27,3.54,3.94
0.160,-1.87,-0.56,3.20,3.75
0.170,-1.82,-1.09,2.24,3.08
0.180,-1.89,-0.79,1.96,2.83
0.190,-1.77,-0.55,1.61,2.46
0.200,-1.98,-0.22,1.28,2.37
0.210,-2.58,0.62,1.27,2.94
0.219,-3.08,1.12,1.72,3.70
0.230,-3.47,1.51,2.47,4.52
0.239,-3.86,2.10,3.48,5.61
0.250,-4.07,2.14,4.05,6.13
0.259,-4.06,1.71,3.72,5.76
0.270,-3.63,0.99,2.93,4.77
0.280,-3.28,0.73,2.44,4.15
0.290,-3.22,1.03,2.69,4.32
0.299,-2.97,1.31,2.60,4.15
0.310,-2.47,1.51,1.50,3.26
0.320,-1.89,2.15,1.54,3.25
0.330,-1.56,2.65,1.33,3.35
0.340,-1.35,2.45,0.30,2.81
0.349,-0.06,1.26,-0.14,1.27
0.359,8.04,-0.77,-1.08,8.15
0.370,7.68,0.18,-5.36,9.36
0.380,3.95,-1.61,-5.40,6.88
0.389,2.50,-1.48,-1.54,3.28
0.399,-0.09,-0.47,0.79,0.92
0.409,-1.50,-0.59,-0.10,1.62
0.419,-2.56,-1.49,-0.33,2.98
0.429,-4.66,-3.32,-1.95,6.05
0.439,-7.89,-6.70,-3.21,10.83
0.449,-4.96,-7.70,0.34,9.17
0.459,-0.73,-5.39,0.81,5.50
0.469,0.36,-1.51,0.97,1.83
0.479,0.53,0.75,0.02,0.92
0.489,-0.18,1.31,-2.48,2.81
0.499,1.12,1.05,-3.47,3.80
0.509,0.82,1.35,-2.66,3.09
0.520,-0.31,0.84,-1.30,1.58
0.529,-0.45,0.34,-0.97,1.13
0.539,-0.47,-0.03,-0.76,0.90
0.549,-1.46,0.94,-0.75,1.89
0.559,-2.34,1.58,-1.63,3.26
0.569,-3.40,2.24,0.91,4.17
0.579,-4.64,3.61,3.16,6.68
0.589,-4.69,2.97,4.02,6.85
0.599,-5.62,2.08,4.49,7.48
0.609,-6.61,1.57,5.55,8.77
0.619,-5.41,0.44,5.64,7.83
0.629,-5.59,0.39,6.48,8.57
0.639,-6.86,2.24,7.43,10.36
0.649,-6.86,2.89,7.59,10.63
0.659,-6.85,3.23,6.98,10.30
0.669,-6.83,3.69,5.14,9.31
0.679,-7.16,4.56,3.04,9.02
0.689,-8.00,5.87,1.98,10.12
0.699,-7.55,6.78,0.79,10.18
0.709,-4.79,6.87,-2.17,8.65
0.719,-3.57,7.41,-2.68,8.65
0.729,-3.35,7.47,-2.31,8.51
0.739,-2.60,7.12,-3.16,8.22
0.749,-1.58,7.22,-4.90,8.86
0.759,-0.47,7.77,-6.07,9.87
0.769,1.64,8.35,-7.18,11.14
0.779,4.45,8.76,-8.33,12.89
0.789,6.67,9.01,-8.81,14.26
0.799,8.21,9.20,-8.72,15.10
0.809,8.97,8.64,-8.38,15.01
0.819,9.11,7.50,-8.08,14.30
0.829,9.47,6.22,-7.16,13.40
0.839,9.74,4.87,-5.67,12.28
0.849,10.07,3.62,-4.54,11.63
0.859,10.44,2.68,-4.03,11.51
0.869,10.64,1.87,-3.48,11.35
0.879,10.49,1.15,-3.00,10.97
0.889,9.84,0.80,-2.66,10.22
0.899,8.90,0.61,-2.74,9.33
0.908,7.76,0.35,-3.09,8.36
0.919,6.61,0.17,-3.54,7.50
0.928,5.99,-0.05,-3.41,6.89
0.938,4.87,-0.39,-2.78,5.62
0.948,3.34,-0.13,-1.35,3.60
0.959,3.79,-0.05,0.89,3.89
0.969,4.10,-1.13,3.01,5.21
0.979,3.60,-2.71,4.86,6.63
0.988,2.69,-3.76,5.88,7.48
0.999,1.69,-4.11,6.02,7.48
1.008,1.38,-3.85,5.59,6.93
1.019,1.83,-3.47,5.00,6.36
1.028,1.00,-2.77,3.86,4.86
1.039,0.15,-1.17,2.35,2.63
1.048,-1.25,0.72,0.69,1.60
1.058,-1.96,1.69,0.28,2.61
1.068,-2.18,2.43,-1.43,3.56
1.079,-1.04,1.43,-0.76,1.93
1.088,1.27,-1.29,1.77,2.53
1.098,-1.46,-0.47,2.85,3.24
1.108,-3.02,0.72,0.90,3.23
1.118,-3.14,0.86,-1.44,3.56
1.128,-2.91,0.83,-1.92,3.58
1.138,-2.67,0.33,-2.17,3.46
1.148,-4.66,0.21,-2.41,5.25
1.158,-3.97,0.36,-2.07,4.49
1.168,-2.99,-0.15,-1.69,3.44
1.178,-2.49,-0.84,-1.35,2.95
1.188,-0.44,-1.03,0.46,1.22
1.198,-0.35,-1.28,-0.00,1.32
1.208,-2.74,0.30,-1.42,3.10
1.218,-0.19,-1.02,-2.03,2.28
1.228,1.55,-1.20,-0.69,2.08
1.238,1.15,-0.87,-0.11,1.45
1.248,1.52,-2.00,-0.54,2.57
1.258,1.87,-2.34,-0.49,3.04
1.268,2.89,-1.65,-0.01,3.33
1.278,3.15,0.05,-0.48,3.18
1.288,3.25,0.23,-1.09,3.43
1.298,4.15,-1.25,-0.77,4.40
1.308,4.45,-1.57,-0.82,4.79
1.318,4.82,-0.93,0.50,4.93
1.328,4.64,-0.72,0.31,4.71
1.338,3.94,-1.09,0.03,4.09
1.348,3.18,-0.61,0.64,3.30
1.358,2.88,0.07,1.43,3.21
1.368,2.33,0.17,1.80,2.95
1.378,1.63,0.48,1.03,1.99
1.388,1.21,1.39,0.73,1.98
1.398,1.51,1.44,0.12,2.09
1.408,0.81,0.61,-0.67,1.21
1.418,-0.80,-0.49,-0.47,1.05
1.428,-1.90,-1.11,0.11,2.20
1.438,-2.30,-0.64,0.33,2.41
1.448,-1.79,-0.20,-0.00,1.80
1.458,-0.82,0.03,-0.10,0.83
1.468,0.38,1.54,0.51,1.66
1.478,1.23,2.02,-0.05,2.36
1.488,0.91,0.96,-0.80,1.55
1.498,0.03,-0.47,-0.44,0.64
1.508,-0.75,-1.48,0.12,1.66
1.518,-1.44,-2.08,0.66,2.61
1.528,-2.05,-2.13,1.15,3.17
1.537,-2.52,-1.94,1.37,3.46
1.547,-2.79,-1.78,0.85,3.42
1.558,-2.65,-1.35,0.15,2.98
1.568,-2.37,-1.38,-0.45,2.78
1.578,-2.27,-1.35,-0.19,2.65
1.587,-1.76,-0.59,0.42,1.90
1.597,-1.06,-0.33,0.28,1.15
1.607,-0.74,-0.07,0.45,0.87
1.618,-1.08,0.03,1.23,1.64
1.627,-1.41,-0.04,1.29,1.91
1.637,-1.50,-0.17,0.59,1.62
1.647,-1.43,-0.37,-0.43,1.54
1.657,-1.57,-0.70,-1.02,2.00
1.667,-2.11,-0.47,-0.07,2.16
1.678,-1.58,1.24,0.50,2.07
1.687,-1.14,1.72,0.02,2.07
1.697,-0.68,1.54,-0.16,1.69
1.707,-0.25,2.03,0.41,2.08
1.717,-0.27,1.29,0.69,1.49
1.727,-0.81,-0.51,0.69,1.18
1.737,-0.62,-0.20,1.23,1.39
1.747,-0.26,1.04,1.63,1.95
1.757,-0.27,1.34,0.96,1.67
1.767,-0.46,-0.00,-0.18,0.49
1.777,-0.77,-1.28,-0.52,1.58
1.787,-0.86,-1.22,-0.18,1.50
1.797,-0.77,-0.91,0.39,1.25
1.807,-0.39,-1.23,0.24,1.31
1.817,-0.14,-1.34,-0.19,1.36
1.827,0.08,-0.80,-0.36,0.88
1.837,0.26,-0.97,-0.86,1.32
1.847,0.50,-2.09,-1.29,2.51
1.857,0.92,-2.81,-1.08,3.15
1.867,1.06,-2.20,-0.26,2.45
1.877,1.24,-0.52,-0.25,1.37
1.887,1.06,0.21,-1.18,1.60
1.897,0.93,0.98,-0.83,1.58
1.907,0.95,1.25,-0.10,1.57
1.917,0.46,0.06,1.57,1.64
1.927,-0.38,-0.31,1.94,2.00
1.937,-0.65,0.07,1.34,1.49
1.947,-0.91,-0.64,1.38,1.77
1.957,-1.34,-0.34,0.81,1.60
1.967,-0.90,0.06,-0.64,1.11
1.977,-0.49,-1.56,-1.20,2.03
1.987,-0.06,-1.14,0.49,1.24
1.997,1.80,2.01,2.61,3.75
2.007,3.39,3.64,2.25,5.46
2.017,3.07,2.52,-0.12,3.97
2.027,2.35,2.10,-1.37,3.44
2.037,0.33,1.97,-1.77,2.67
2.047,-0.69,1.78,-1.41,2.38
2.057,-0.61,1.37,-0.79,1.70
2.067,-0.60,0.87,-0.13,1.07
2.077,-0.90,0.07,0.62,1.10
2.087,-1.27,-0.75,0.89,1.72
2.097,-0.76,-0.18,0.61,0.99
2.107,-0.71,0.69,0.64,1.18
2.117,-0.67,1.79,0.57,2.00
2.127,-0.35,2.51,0.28,2.55
2.137,-0.20,2.46,-0.02,2.47
2.147,-0.38,1.83,-0.44,1.92
2.157,-0.81,0.62,-0.56,1.17
2.167,-0.68,-0.15,-0.19,0.73
2.177,-0.44,-0.24,0.05,0.50
2.187,-0.15,-0.32,-0.00,0.35
2.196,-0.04,-0.35,-0.03,0.35
2.207,0.05,-0.29,-0.16,0.33
2.217,0.19,-0.20,-0.58,0.65
2.226,0.17,0.00,-0.71,0.73
2.236,-0.05,0.16,-0.41,0.44
2.246,-0.14,0.39,-0.17,0.45
2.256,-0.10,0.38,-0.20,0.44
2.266,-0.21,0.31,-0.14,0.40
2.276,-0.31,0.22,-0.05,0.38
2.286,-0.21,0.08,-0.12,0.26
2.296,-0.22,-0.07,-0.23,0.33
2.306,-0.36,-0.06,-0.15,0.39
2.316,-0.48,0.05,-0.12,0.49
2.326,-0.51,0.14,-0.14,0.55
2.336,-0.45,0.21,-0.17,0.53
2.346,-0.39,0.17,0.01,0.43
2.356,-0.30,0.09,0.20,0.38
2.366,-0.06,-0.04,0.05,0.09
2.376,0.06,0.01,-0.05,0.08
2.386,-0.15,0.20,0.15,0.29
2.396,-0.14,0.21,-0.62,0.67
2.406,0.09,0.07,-0.44,0.45
2.416,0.03,-0.01,-0.10,0.11
2.426,0.05,0.01,-0.21,0.21
2.436,0.06,0.00,-0.10,0.12
2.446,-0.07,-0.00,-0.00,0.07
2.456,-0.14,0.01,0.05,0.15
2.466,-0.15,-0.05,0.21,0.27
2.476,-0.19,-0.20,0.29,0.39
2.486,-0.26,-0.32,0.19,0.45
2.496,-0.31,-0.43,-0.06,0.53
2.506,-0.27,-0.40,-0.35,0.60
2.516,-0.23,-0.43,-0.42,0.65
2.526,-0.29,-0.62,-0.29,0.74
2.536,-0.11,-0.72,-0.13,0.74
2.546,-0.12,-0.50,0.53,0.74
2.556,-0.32,-0.05,0.14,0.35
2.566,-0.56,0.27,-0.40,0.74
2.576,-0.49,-0.50,-0.22,0.74
2.586,0.06,-0.09,-0.20,0.23
2.596,0.30,0.03,0.14,0.34
2.606,0.29,-0.08,0.56,0.64
2.616,0.46,-0.26,0.86,1.01
2.626,0.68,-0.49,1.38,1.62
2.636,0.79,-0.65,1.66,1.94
2.646,0.84,-0.58,1.56,1.86
2.656,0.68,-0.20,0.94,1.18
2.666,0.43,0.14,-0.09,0.46
2.676,0.20,0.36,-0.91,1.00
2.686,0.15,0.58,-1.45,1.57
2.696,0.02,0.54,-1.51,1.61
2.706,0.12,0.25,-1.24,1.27
2.716,0.03,0.06,-1.16,1.17
2.726,-1.76,0.27,-0.28,1.80
2.736,-2.31,-1.66,1.07,3.04
2.746,-0.81,-3.67,0.69,3.82
2.756,0.88,-3.93,0.32,4.04
2.765,1.57,-2.25,0.39,2.77
2.776,1.57,-0.27,1.22,2.01
2.785,1.44,1.04,1.82,2.54
2.796,1.50,0.92,1.83,2.54
2.806,0.78,0.43,1.50,1.75
2.816,0.21,0.83,-0.67,1.09
2.826,0.58,1.16,-3.04,3.30
2.836,0.12,1.08,-2.60,2.82
2.846,-0.21,1.11,-1.37,1.78
2.856,0.39,1.33,0.09,1.39
2.865,-0.43,1.46,-1.62,2.23
2.876,-1.75,-2.68,-7.47,8.13
2.886,-0.39,-3.98,-0.66,4.05
2.896,0.28,-2.91,2.44,3.81
2.905,0.02,-0.82,2.91,3.02
2.916,0.33,3.06,0.88,3.20
2.925,-0.12,-0.32,3.26,3.27
2.935,-0.37,-9.07,3.79,9.84
2.945,-0.75,-9.86,-2.57,10.22
2.956,-1.01,-4.79,-3.21,5.86
2.965,0.38,-1.12,-0.20,1.20
2.975,2.28,2.29,-0.43,3.26
2.985,3.41,4.45,0.28,5.61
2.995,3.57,4.37,0.10,5.65
3.005,2.80,1.88,-0.45,3.40
3.015,2.03,-1.78,-0.91,2.85
3.025,1.77,-4.63,-1.00,5.06
3.035,1.73,-5.10,-0.78,5.45
3.045,2.13,-4.14,-1.87,5.02
3.055,1.29,-0.08,-2.47,2.79
3.065,-0.03,2.98,-2.77,4.07
3.075,-0.14,4.23,-2.90,5.13
3.085,-0.92,5.07,-1.19,5.29
3.095,-2.80,5.64,-1.22,6.41
3.105,-3.33,4.96,-2.30,6.40
3.115,-3.11,4.74,-1.10,5.78
3.125,-2.51,4.48,-1.18,5.27
3.135,-0.70,2.87,-0.23,2.96
3.145,0.10,2.64,0.39,2.67
3.155,0.86,2.91,-0.41,3.06
3.165,1.64,2.22,-0.44,2.79
3.175,1.96,1.98,-1.14,3.01
3.185,2.40,1.19,-1.51,3.07
3.195,1.33,1.68,-4.52,5.01
3.205,0.04,2.42,-3.93,4.62
3.215,0.06,-0.58,0.33,0.67
3.225,-0.83,-0.99,0.65,1.45
3.235,-2.46,-0.15,0.24,2.47
3.245,-3.40,-0.10,0.08,3.40
3.255,-2.40,-0.98,-0.45,2.63
3.265,-1.78,-1.26,-0.16,2.18
3.275,-2.10,0.32,0.44,2.17
3.285,-1.98,0.74,0.40,2.15
3.295,-2.03,0.16,0.92,2.24
3.305,-1.56,-0.23,0.20,1.59
3.315,-0.94,-0.80,-0.39,1.30
3.324,-0.74,-1.17,0.03,1.38
3.335,-0.61,-1.12,0.24,1.30
3.345,-0.19,-1.93,0.19,1.95
3.355,0.46,-2.61,-0.04,2.65
3.365,0.76,-2.13,-0.36,2.29
3.375,0.53,-1.45,-0.55,1.64
3.385,0.61,-1.54,-0.53,1.74
3.395,0.82,-1.48,-0.49,1.76
3.404,1.09,-1.39,-0.42,1.81
3.415,1.34,-1.28,-0.33,1.88
3.424,1.49,-1.26,-0.35,1.98
3.435,1.60,-1.28,-0.42,2.09
3.444,1.65,-1.13,-0.51,2.06
3.455,1.53,-0.96,-0.76,1.96
3.464,1.46,-0.92,-0.96,1.98
3.475,1.54,-0.85,-1.16,2.11
3.484,1.65,-0.63,-1.30,2.20
3.494,1.71,-0.27,-1.34,2.19
3.504,1.64,0.22,-1.31,2.11
3.515,1.52,0.75,-1.31,2.14
3.524,1.29,1.43,-1.36,2.36
3.535,0.99,2.14,-1.43,2.76
3.544,0.76,2.74,-1.55,3.24
3.555,0.59,3.22,-1.64,3.66
3.564,0.46,3.80,-1.72,4.19
3.574,0.44,4.25,-1.84,4.65
3.584,0.45,4.58,-1.90,4.98
3.594,0.36,4.97,-1.75,5.28
3.604,0.11,5.68,-1.45,5.86
3.614,-0.21,6.52,-1.56,6.71
3.624,-0.48,7.23,-2.38,7.63
3.634,-0.57,7.71,-3.18,8.36
3.644,-0.90,7.80,-2.97,8.40
3.654,-1.72,7.25,-2.36,7.82
3.664,-2.44,6.16,-2.50,7.08
3.674,-2.53,5.05,-2.79,6.30
3.684,-2.12,4.02,-2.80,5.34
3.694,-1.43,3.01,-2.21,3.99
3.704,-0.66,2.04,-1.62,2.69
3.714,0.09,0.86,-1.27,1.53
3.724,0.54,-0.32,-0.71,0.95
3.734,0.72,-1.58,-0.17,1.75
3.744,0.89,-3.45,-0.22,3.57
3.754,0.87,-5.28,-0.31,5.36
3.764,0.68,-6.75,-0.01,6.79
3.774,0.36,-7.53,0.60,7.56
3.784,-0.00,-7.53,0.90,7.58
3.794,-0.54,-6.87,0.63,6.92
3.804,-0.87,-5.86,0.42,5.94
3.814,-0.67,-5.10,0.40,5.16
3.824,-0.21,-4.39,0.26,4.40
3.834,-0.03,-2.48,-0.05,2.48
3.844,0.05,-0.22,-0.55,0.60
3.854,-0.26,1.50,-0.93,1.78
3.864,-0.59,2.65,-1.13,2.94
3.874,-0.70,2.38,-0.88,2.63
3.884,-0.17,0.05,-0.22,0.28
3.894,0.28,-1.64,-0.05,1.67
3.904,0.31,-2.74,0.00,2.76
3.914,0.02,-3.70,0.04,3.70
3.924,-0.31,-4.42,-0.43,4.45
3.934,-0.58,-4.91,-0.98,5.04
3.944,-0.75,-5.26,-1.29,5.46
3.954,-1.12,-5.53,-1.32,5.79
3.964,-1.71,-5.34,-1.26,5.75
3.974,-2.46,-4.53,-0.96,5.24
3.984,-3.13,-3.49,-0.54,4.72
3.994,-3.58,-2.48,-0.57,4.39
4.003,-3.50,-1.48,-1.26,4.01
4.014,-3.17,-0.80,-2.22,3.95
4.024,-2.51,-0.61,-2.38,3.51
4.034,-1.97,-0.15,-2.16,2.93
4.043,-1.86,0.34,-1.77,2.59
4.054,-1.87,0.44,-1.65,2.53
4.064,-1.94,0.31,-1.80,2.67
4.073,-1.61,0.11,-1.92,2.51
4.083,-1.41,0.20,-2.28,2.69
4.094,-1.19,0.84,-2.46,2.86
4.103,-1.00,1.59,-2.40,3.05
4.113,-0.82,2.53,-2.56,3.69
4.123,-0.84,3.68,-2.85,4.73
4.134,-0.97,4.91,-2.81,5.74
4.143,-0.97,6.03,-2.56,6.62
4.154,-0.84,6.80,-2.42,7.27
4.163,-0.70,6.77,-2.12,7.13
4.173,-0.60,6.30,-1.57,6.52
4.183,-0.74,5.79,-0.92,5.91
4.193,-1.10,5.49,-0.32,5.61
4.203,-1.44,5.24,0.14,5.44
4.213,-1.68,4.90,0.82,5.24
4.223,-1.57,4.48,1.62,5.02
4.233,-0.59,4.30,2.24,4.89
4.243,0.68,4.48,2.47,5.16
4.253,1.42,4.27,2.31,5.06
4.263,1.57,3.43,1.92,4.23
4.273,2.08,1.57,1.42,2.97
4.283,3.58,-1.33,1.03,3.95
4.293,3.30,-3.17,0.32,4.59
4.303,2.50,-5.02,-0.35,5.62
4.313,1.74,-7.04,-0.99,7.32
4.323,1.58,-8.68,-1.25,8.91
4.333,1.44,-9.16,-1.91,9.47
4.343,1.56,-8.00,-2.18,8.44
4.353,1.55,-5.40,-2.54,6.17
4.363,1.11,-1.47,-2.05,2.75
4.373,0.27,2.26,-0.54,2.34
4.383,-0.72,4.77,0.85,4.89
4.393,-1.68,6.15,1.73,6.61
4.403,-2.61,6.31,2.20,7.18
4.413,-3.27,4.92,3.18,6.71
4.423,-3.14,2.53,4.55,6.08
4.433,-2.56,-0.41,5.53,6.11
4.443,-2.46,-2.76,5.39,6.53
4.453,-2.17,-4.07,4.52,6.46
4.463,-1.33,-4.40,3.63,5.86
4.473,-0.61,-3.49,2.40,4.28
4.483,0.47,-2.72,0.57,2.82
4.493,1.32,-2.19,-1.21,2.83
4.503,1.46,-1.51,-2.85,3.54
4.513,1.33,-0.74,-3.61,3.92
