time,ax,ay,az,atotal
0.000,0.36,-0.95,0.50,1.13
0.010,0.56,-0.92,0.31,1.12
0.020,0.51,-0.51,0.43,0.84
0.030,0.67,-0.18,0.75,1.02
0.040,1.05,-0.40,0.52,1.24
0.050,1.23,-0.79,0.15,1.47
0.060,1.25,-0.74,-0.08,1.46
0.070,1.27,-0.43,-0.34,1.39
0.080,0.92,-0.25,-0.43,1.05
0.090,0.71,0.45,0.01,0.84
0.100,0.21,1.53,0.08,1.54
0.110,-0.39,0.86,-0.58,1.11
0.120,0.03,-0.07,-0.21,0.22
0.130,0.19,-0.82,-0.15,0.86
0.140,-0.42,-1.32,-0.02,1.38
0.150,-0.59,-1.89,-0.42,2.03
0.160,-0.69,-1.13,-1.55,2.04
0.170,-0.47,0.18,-0.88,1.01
0.180,-0.35,1.67,-0.60,1.81
0.190,-0.50,2.41,-0.45,2.50
0.200,-0.92,1.99,0.20,2.20
0.210,-1.91,0.80,3.83,4.35
0.220,-1.04,-0.78,0.34,1.34
0.230,-0.22,-0.89,0.55,1.07
0.240,0.96,-1.00,0.49,1.47
0.249,0.83,0.02,0.57,1.01
0.260,0.55,0.83,0.72,1.23
0.270,0.47,0.76,1.05,1.38
0.280,0.50,0.39,0.90,1.10
0.290,0.65,0.46,0.75,1.10
0.299,0.86,0.65,0.48,1.17
0.310,0.97,0.62,0.23,1.18
0.320,1.03,0.59,0.13,1.20
0.330,1.06,0.66,0.08,1.25
0.339,0.98,0.59,-0.08,1.14
0.349,0.78,0.40,-0.02,0.88
0.360,0.53,-0.00,0.17,0.56
0.369,0.24,-0.58,0.36,0.72
0.380,0.04,-1.23,0.35,1.28
0.389,0.16,-1.58,0.18,1.60
0.399,0.64,-1.74,-0.03,1.85
0.409,1.05,-1.98,-0.12,2.24
0.419,0.96,-1.97,-0.01,2.19
0.429,0.27,-1.71,0.80,1.91
0.439,-0.79,-1.64,1.79,2.56
0.449,-1.69,-1.75,2.25,3.32
0.459,-2.10,-1.84,2.26,3.59
0.469,-2.07,-1.63,1.89,3.24
0.479,-2.06,-1.02,1.76,2.90
0.489,-2.08,-0.21,1.46,2.55
0.499,-2.05,0.26,1.35,2.47
0.509,-1.96,0.21,1.49,2.47
0.519,-1.78,0.14,1.31,2.22
0.529,-1.44,0.15,0.90,1.71
0.539,-1.27,0.28,0.56,1.42
0.549,-1.23,0.28,0.44,1.34
0.559,-1.16,0.23,0.48,1.28
0.569,-1.10,0.29,0.48,1.24
0.579,-1.36,0.45,0.62,1.56
0.589,-1.77,0.40,1.18,2.17
0.599,-2.00,0.12,1.33,2.40
0.609,-2.29,0.37,1.56,2.80
0.619,-1.93,0.28,1.55,2.49
0.629,-1.08,0.43,0.67,1.34
0.639,-0.59,0.58,0.23,0.86
0.649,-0.48,-0.06,0.28,0.56
0.659,-0.42,-0.73,0.53,0.99
0.669,-0.29,-1.16,0.96,1.54
0.679,-0.25,-1.51,1.10,1.88
0.689,-0.39,-1.92,1.11,2.25
0.699,-0.39,-2.22,1.42,2.66
0.709,-0.44,-2.35,1.68,2.93
0.719,-0.60,-2.46,1.56,2.98
0.729,-0.68,-2.44,0.93,2.70
0.739,-0.45,-2.17,-1.13,2.49
0.749,0.22,-1.80,-1.86,2.59
0.759,0.43,-1.36,-1.09,1.80
0.769,0.19,-1.10,-0.53,1.23
0.779,0.29,-1.47,-0.05,1.50
0.789,0.58,-1.93,0.16,2.02
0.799,0.66,-1.94,-0.19,2.06
0.809,0.70,-1.60,-0.17,1.76
0.819,0.29,-0.91,-0.18,0.97
0.829,0.29,-0.19,-0.16,0.38
0.839,0.42,0.71,-0.60,1.02
0.849,0.36,0.78,-1.31,1.57
0.859,1.16,0.23,-1.35,1.79
0.869,2.40,0.98,-0.96,2.77
0.879,1.25,1.16,-1.80,2.48
0.889,0.30,0.11,-1.87,1.90
0.899,0.40,-0.52,-0.45,0.79
0.909,-0.05,-0.37,0.90,0.97
0.919,-0.25,0.53,2.47,2.54
0.929,0.01,0.87,2.53,2.68
0.938,-0.24,0.13,1.25,1.28
0.948,-1.03,-0.93,1.42,1.98
0.959,-0.23,-1.75,0.35,1.80
0.968,-0.56,-1.70,2.25,2.87
0.979,-1.80,1.79,2.74,3.74
0.989,-2.49,1.78,5.30,6.12
0.998,-1.78,0.76,3.04,3.61
1.008,-1.28,0.07,2.46,2.77
1.018,-1.68,0.28,5.01,5.29
1.028,-1.92,1.27,7.07,7.44
1.038,-2.47,2.25,8.94,9.55
1.048,-3.08,3.01,9.85,10.75
1.059,-3.96,2.89,9.63,10.80
1.068,-4.74,2.83,8.31,9.98
1.079,-5.07,3.85,5.94,8.71
1.088,-5.46,5.09,3.72,8.34
1.098,-6.06,6.36,2.09,9.03
1.108,-6.45,7.67,0.76,10.05
1.118,-6.72,8.42,-0.10,10.78
1.128,-7.04,8.77,0.19,11.25
1.138,-6.81,8.88,0.63,11.20
1.148,-5.42,9.23,0.77,10.73
1.158,-3.50,8.97,-0.24,9.63
1.168,-1.74,8.41,-2.14,8.85
1.178,0.28,8.77,-3.43,9.42
1.188,2.27,9.46,-3.56,10.36
1.198,3.83,9.79,-3.51,11.08
1.208,5.65,9.91,-4.59,12.30
1.218,8.26,9.58,-4.32,13.37
1.228,10.54,8.16,-4.12,13.95
1.238,11.94,6.39,-5.11,14.47
1.248,12.09,4.83,-5.39,14.09
1.258,11.53,3.67,-5.20,13.18
1.268,10.82,2.65,-4.50,12.02
1.278,10.31,1.67,-3.38,10.98
1.288,10.34,0.44,-3.28,10.86
1.298,10.56,-0.63,-3.95,11.30
1.308,11.01,-0.95,-5.02,12.14
1.318,11.46,-0.96,-4.83,12.47
1.328,12.07,-1.15,-4.59,12.97
1.338,12.21,-1.96,-4.01,13.00
1.348,11.94,-2.85,-2.64,12.56
1.358,11.41,-3.68,-1.08,12.04
1.368,10.45,-4.45,0.11,11.36
1.378,9.34,-5.00,0.65,10.62
1.388,8.30,-5.39,0.67,9.92
1.398,7.42,-5.58,1.14,9.35
1.408,6.67,-5.44,1.89,8.81
1.418,6.11,-5.35,2.08,8.38
1.428,5.58,-5.50,2.10,8.11
1.438,5.08,-5.66,2.47,8.00
1.448,4.49,-5.89,2.61,7.85
1.458,3.98,-6.07,2.62,7.72
1.468,3.43,-6.38,2.89,7.80
1.478,2.84,-6.65,3.23,7.92
1.488,2.20,-6.98,3.27,8.02
1.498,1.90,-6.83,3.61,7.95
1.508,2.06,-5.59,4.63,7.54
