time,ax,ay,az,atotal
0.000,3.01,2.29,1.93,4.24
0.010,3.90,3.48,-0.92,5.30
0.020,0.36,2.78,0.14,2.81
0.030,-0.62,1.45,0.91,1.82
0.040,-0.40,0.50,0.62,0.89
0.050,-0.27,0.26,0.12,0.40
0.060,0.13,-0.73,-0.92,1.18
0.070,-0.33,-0.69,-1.58,1.76
0.080,-1.20,0.52,-0.90,1.59
0.090,-1.64,0.88,-1.18,2.20
0.100,-1.58,0.32,-1.32,2.08
0.110,-1.23,0.11,-1.01,1.59
0.120,-0.74,0.14,-1.08,1.31
0.130,-0.12,0.39,-0.80,0.89
0.140,0.38,0.17,-0.60,0.73
0.150,0.05,-0.87,-0.89,1.24
0.160,-0.17,-1.74,-1.01,2.02
0.170,-0.24,-1.38,0.70,1.57
0.180,-0.48,-0.76,0.89,1.27
0.190,-0.05,-0.92,-1.17,1.48
0.200,0.35,-0.81,-2.06,2.24
0.210,0.30,-0.37,-2.02,2.08
0.220,-0.83,1.13,-1.37,1.97
0.230,0.16,2.31,1.34,2.67
0.240,0.58,2.08,2.83,3.56
0.250,0.22,1.40,1.87,2.35
0.261,0.40,0.71,1.03,1.32
0.270,0.60,-0.44,0.64,0.98
0.280,0.44,-1.18,0.76,1.47
0.290,0.10,-1.16,1.53,1.93
0.300,0.75,-1.63,2.31,2.93
0.310,0.71,-2.56,2.00,3.33
0.320,0.61,-3.31,2.08,3.95
0.330,0.71,-3.98,2.70,4.86
0.340,0.59,-4.27,3.28,5.42
0.350,0.56,-4.33,3.77,5.77
0.360,0.35,-4.35,3.92,5.86
0.370,-0.15,-4.07,4.27,5.90
0.379,-0.42,-4.65,4.11,6.22
0.390,-0.68,-5.59,3.29,6.52
0.400,0.42,-6.72,3.55,7.61
0.410,0.74,-7.83,3.35,8.55
0.420,-0.74,-6.01,2.33,6.49
0.429,-0.22,-5.08,2.00,5.46
0.439,1.73,-5.56,2.66,6.40
0.450,2.54,-5.60,5.05,7.96
0.460,-3.77,-6.51,6.60,10.01
0.470,-7.54,-6.27,7.93,12.61
0.479,-9.59,-4.48,6.14,12.23
0.490,-10.72,-3.67,5.79,12.73
0.500,-12.44,-4.77,5.92,14.58
0.509,-14.65,-5.30,5.18,16.41
0.520,-16.00,-4.96,3.91,17.20
0.530,-16.50,-4.58,3.26,17.43
0.539,-12.83,-2.18,-25.69,28.80
0.550,-5.76,-0.22,-24.71,25.37
0.559,1.07,-0.94,-22.68,22.72
0.569,7.05,2.33,-3.71,8.30
0.579,10.50,4.71,-1.52,11.61
0.589,-1.41,7.16,-17.59,19.05
0.600,-13.09,6.03,-9.47,17.25
0.609,-4.04,1.55,9.40,10.35
0.619,-3.29,-2.50,6.39,7.61
0.629,-4.93,-0.70,1.66,5.25
0.639,-6.50,4.21,1.42,7.87
0.650,-4.68,8.73,4.34,10.81
0.659,-1.96,8.89,1.40,9.21
0.669,-1.35,6.28,-3.19,7.17
0.679,-1.50,4.25,-6.79,8.15
0.689,-2.08,3.50,-7.73,8.74
0.699,-2.03,3.04,-6.25,7.24
0.709,-1.35,2.38,-4.73,5.46
0.719,-0.34,1.95,-3.80,4.28
0.729,0.78,1.88,-4.37,4.82
0.739,0.68,1.78,-4.82,5.18
0.749,1.01,1.84,-4.22,4.71
0.759,1.64,1.87,-3.09,3.97
0.769,2.06,1.79,-2.06,3.42
0.779,2.41,1.87,-1.28,3.31
0.789,2.76,1.85,-0.87,3.43
0.799,3.44,1.52,-0.68,3.82
0.809,3.74,1.04,-1.75,4.26
0.819,2.96,0.44,-1.85,3.52
0.829,2.78,0.36,-0.81,2.92
0.839,2.58,0.80,-0.68,2.78
0.849,2.19,0.73,-0.48,2.35
0.859,2.07,0.26,-1.01,2.32
0.869,0.95,0.10,-2.09,2.30
0.879,0.28,0.87,-1.66,1.89
0.889,0.59,1.39,-0.12,1.52
0.899,2.23,2.85,2.88,4.62
0.909,1.24,2.78,2.07,3.68
0.919,0.03,1.69,0.98,1.95
0.929,-0.47,1.27,0.28,1.38
0.939,-0.87,1.22,-0.13,1.50
0.949,-1.51,1.24,0.08,1.95
0.959,-0.84,0.78,-0.76,1.38
0.969,-0.31,0.67,-1.94,2.07
0.979,-0.38,0.77,-2.01,2.18
0.989,0.10,0.17,-1.48,1.50
0.999,0.76,-0.10,-0.88,1.17
1.009,1.16,-0.10,-1.11,1.61
1.019,0.92,-0.35,-0.94,1.36
1.029,0.14,-0.44,-1.28,1.36
1.039,-0.51,-0.70,-1.38,1.63
1.048,-0.48,-1.01,-0.64,1.29
1.058,0.01,-0.72,-0.03,0.72
1.069,0.52,0.21,0.56,0.80
1.079,1.00,0.28,1.52,1.84
1.088,0.53,-0.15,0.37,0.67
1.099,0.35,-0.82,-0.18,0.91
1.109,0.62,-1.11,-0.50,1.36
1.119,0.90,-1.31,-0.09,1.59
1.129,0.73,-1.26,0.18,1.47
1.138,0.74,-0.63,-0.01,0.98
1.149,0.05,0.20,0.01,0.20
1.158,-0.66,0.34,0.04,0.74
1.168,-0.62,0.03,0.31,0.69
1.179,-0.28,-0.38,0.41,0.63
1.189,0.32,-0.17,-0.06,0.37
1.199,0.97,-0.26,-0.20,1.03
1.208,1.28,-0.35,0.32,1.36
