time,ax,ay,az,atotal
0.000,-0.12,-0.45,0.09,0.48
0.010,-0.07,-0.53,0.13,0.55
0.020,0.11,-0.56,0.22,0.61
0.030,0.21,-0.64,0.30,0.73
0.040,0.20,-0.72,0.33,0.82
0.050,0.36,-0.57,0.24,0.71
0.060,0.56,-0.50,0.12,0.76
0.070,0.67,-0.34,0.10,0.75
0.080,0.65,0.17,0.34,0.75
0.090,0.43,0.28,0.73,0.90
0.100,0.05,-0.03,1.11,1.11
0.110,-0.34,-0.33,1.22,1.31
0.120,-0.67,-0.68,1.72,1.97
0.130,-0.78,-0.97,1.99,2.35
0.140,-0.86,-1.14,1.99,2.45
0.150,-0.98,-1.37,1.74,2.42
0.160,-0.98,-1.60,1.32,2.29
0.170,-0.90,-1.70,0.83,2.09
0.180,-1.01,-1.72,0.38,2.03
0.190,-1.28,-1.66,0.42,2.14
0.200,-1.55,-1.57,0.60,2.29
0.210,-1.97,-1.53,0.74,2.60
0.220,-2.41,-1.41,1.10,3.00
0.230,-2.38,-1.30,1.15,2.94
0.240,-1.91,-1.20,0.50,2.31
0.250,-1.17,-1.07,-0.25,1.61
0.260,-0.37,-1.00,-0.95,1.43
0.270,0.19,-0.88,-1.39,1.66
0.280,0.38,-0.65,-1.25,1.46
0.290,0.18,-0.40,-0.77,0.89
0.300,-0.54,0.27,0.15,0.62
0.310,-1.03,0.92,0.77,1.58
0.319,-0.82,1.02,0.67,1.47
0.330,-0.42,0.84,0.29,0.98
0.340,-0.18,0.63,0.15,0.67
0.350,-0.09,0.36,0.08,0.38
0.360,0.21,0.47,-0.03,0.52
0.370,0.50,0.70,0.39,0.95
0.380,0.40,0.98,0.40,1.14
0.390,-0.07,1.19,0.87,1.47
0.400,-0.58,1.42,1.03,1.84
0.409,-0.81,1.53,1.19,2.10
0.420,-1.18,1.09,1.31,2.07
0.430,-1.45,0.39,1.09,1.85
0.440,-1.37,-0.02,0.95,1.67
0.449,-1.14,-0.30,0.87,1.46
0.460,-0.97,-0.52,0.65,1.27
0.469,-1.10,-0.43,0.86,1.46
0.479,-1.65,-0.33,1.61,2.32
0.489,-1.93,-0.22,1.58,2.51
0.499,-1.71,-0.06,1.21,2.10
0.509,-1.43,0.19,0.99,1.75
0.519,-1.24,0.46,0.86,1.57
0.529,-1.04,0.59,0.74,1.41
0.540,-0.79,0.47,0.48,1.04
0.549,-0.41,0.00,-0.02,0.41
0.559,-0.21,-0.70,-0.63,0.97
