time,ax,ay,az,atotal
0.000,1.58,1.11,-1.74,2.60
0.010,1.85,1.40,-2.38,3.32
0.020,1.82,0.67,-1.67,2.56
0.030,1.29,0.78,-1.29,1.99
0.040,0.99,0.82,-0.58,1.40
0.050,0.72,0.88,0.39,1.20
0.060,0.47,0.87,1.23,1.58
0.070,0.12,0.91,1.97,2.18
0.080,-0.33,0.25,2.38,2.42
0.090,-1.12,-0.63,2.65,2.95
0.100,-2.26,-1.53,1.88,3.31
0.110,-3.62,-2.94,1.01,4.78
0.120,-3.62,-3.81,-0.12,5.25
0.130,-3.35,-4.41,0.83,5.60
0.140,-3.90,-4.34,2.65,6.41
0.150,-4.42,-4.16,3.19,6.86
0.160,-4.66,-3.97,2.95,6.79
0.170,-5.01,-3.51,2.90,6.78
0.180,-5.44,-3.03,3.15,6.97
0.189,-5.64,-2.59,3.18,6.98
0.200,-5.88,-2.16,3.39,7.13
0.209,-6.04,-1.74,3.57,7.23
0.220,-6.16,-1.14,3.21,7.04
0.230,-6.04,-0.13,2.60,6.58
0.240,-4.60,0.21,2.56,5.27
0.250,-4.15,0.49,1.95,4.61
0.260,-4.29,1.65,0.91,4.68
0.270,-4.14,2.09,0.67,4.68
0.280,-2.75,1.50,0.84,3.24
0.289,4.68,1.91,0.63,5.09
0.300,0.75,2.34,-3.39,4.19
0.310,3.05,-1.59,-0.43,3.46
0.320,4.07,-0.67,1.94,4.56
0.330,3.20,3.33,2.87,5.43
0.339,-0.50,5.39,2.93,6.15
0.349,-2.22,3.82,3.09,5.39
0.359,-3.90,4.01,2.15,5.99
0.369,-6.08,1.84,-6.17,8.85
0.379,-8.50,-3.74,-22.75,24.57
0.389,-7.60,-2.82,-14.52,16.63
0.399,-3.49,0.09,2.42,4.25
0.409,1.57,-0.76,4.37,4.71
0.420,3.92,0.76,2.30,4.61
0.429,3.50,4.52,1.26,5.86
0.439,2.71,4.43,1.58,5.43
0.449,1.64,1.98,5.08,5.70
0.459,1.29,0.74,5.60,5.80
0.469,0.84,-0.76,4.14,4.29
0.479,-0.31,-1.61,3.43,3.80
0.489,-1.44,-0.43,2.89,3.26
0.499,-0.97,1.76,1.53,2.53
0.509,-1.24,1.41,0.73,2.02
0.519,-2.09,1.00,1.78,2.92
0.529,-0.88,2.72,2.45,3.76
0.539,0.52,1.34,1.85,2.34
0.549,2.94,0.05,3.51,4.57
0.559,1.87,0.68,2.92,3.53
0.569,-0.55,1.70,4.68,5.01
0.579,-1.31,1.80,5.47,5.91
0.589,-1.07,1.16,6.72,6.90
0.599,-2.25,2.25,6.71,7.42
0.609,-3.32,3.80,5.01,7.11
0.619,-4.18,5.08,3.74,7.56
0.629,-5.54,6.70,3.48,9.37
0.639,-6.35,8.20,3.44,10.92
0.649,-6.00,9.22,3.87,11.67
0.659,-5.28,9.76,4.02,11.80
0.669,-4.63,10.15,2.79,11.51
0.679,-4.10,10.23,1.76,11.16
0.689,-3.38,10.09,1.13,10.70
0.699,-2.34,10.03,0.37,10.30
0.709,-0.56,10.14,-0.28,10.16
0.719,1.80,10.50,-0.75,10.68
0.729,4.52,11.17,-2.17,12.24
0.739,6.99,11.96,-3.94,14.40
0.749,9.49,12.30,-5.34,16.43
0.759,11.92,11.80,-6.71,18.06
0.769,13.78,9.93,-7.33,18.50
0.779,13.70,7.58,-7.55,17.38
0.789,13.03,6.02,-8.24,16.56
0.799,12.19,4.76,-9.79,16.34
0.809,11.68,3.62,-10.74,16.28
0.819,11.78,3.56,-10.85,16.41
0.829,11.82,3.51,-10.57,16.24
0.839,11.38,2.06,-10.38,15.54
0.849,10.60,0.80,-10.82,15.17
0.859,10.20,-0.16,-10.81,14.87
0.869,12.41,-0.08,-9.13,15.41
0.879,13.79,-1.13,-4.24,14.47
0.889,10.95,-7.41,0.67,13.24
0.899,12.03,-11.68,3.58,17.14
0.909,11.84,-13.66,5.55,18.91
0.919,9.27,-12.32,9.72,18.23
0.929,8.65,-11.55,9.32,17.18
0.939,6.74,-7.44,7.43,12.49
0.949,5.51,-2.68,4.07,7.35
0.959,3.23,-0.69,0.63,3.37
0.969,0.90,-0.30,0.60,1.13
0.979,-0.07,-0.67,0.57,0.88
0.989,-1.17,-1.65,0.60,2.11
0.999,-2.35,-3.30,0.64,4.11
1.008,-3.17,-4.43,1.23,5.58
1.018,-3.48,-4.53,2.01,6.05
1.028,-3.96,-4.11,2.13,6.10
1.039,-4.38,-3.40,2.37,6.03
1.048,-5.19,-2.80,2.12,6.26
1.058,-6.35,-1.90,1.91,6.90
1.068,-6.74,-0.23,1.18,6.85
1.079,-6.29,1.25,0.13,6.41
1.088,-5.85,1.38,-0.50,6.03
1.098,-6.00,0.12,-0.35,6.01
1.108,-5.93,-2.60,-0.56,6.51
1.118,-4.86,-3.96,0.19,6.27
1.128,-4.52,-4.51,0.70,6.42
1.138,-5.01,-6.75,1.01,8.47
1.148,-4.88,-7.23,1.70,8.89
1.158,-2.12,-1.34,-0.48,2.55
1.168,0.19,3.85,-4.49,5.92
1.178,1.44,5.34,-6.19,8.31
1.188,2.29,3.80,-5.01,6.69
1.198,4.01,2.17,-1.11,4.69
1.208,9.12,2.74,-0.45,9.54
1.218,6.04,-3.67,0.09,7.07
1.228,0.52,-9.34,5.04,10.62
1.238,4.80,-2.46,4.25,6.87
1.248,6.80,3.85,-1.73,8.01
1.258,4.32,4.08,-3.34,6.81
1.268,3.28,2.30,-1.90,4.43
1.278,4.35,0.46,0.54,4.40
1.288,4.96,0.39,3.22,5.93
1.298,3.95,0.82,3.16,5.13
1.308,1.91,1.11,1.85,2.89
1.318,0.09,0.75,0.89,1.17
1.328,-1.16,0.04,0.28,1.19
1.338,-1.01,0.13,-1.06,1.47
1.348,0.14,1.75,-1.78,2.50
1.358,1.98,2.59,-3.34,4.66
1.368,2.69,1.98,-4.36,5.49
1.378,2.73,1.16,-4.33,5.25
1.388,2.17,0.11,-3.62,4.22
1.398,1.97,-0.83,-2.81,3.53
1.408,1.78,-1.52,-2.01,3.09
1.418,1.85,-1.91,-1.58,3.10
1.428,2.03,-1.43,-0.67,2.57
1.438,2.13,-0.92,0.15,2.32
1.448,1.98,-0.94,0.57,2.27
1.458,2.01,-1.20,0.50,2.40
1.468,2.21,-1.94,1.07,3.13
1.478,2.19,-2.45,0.63,3.35
1.488,2.64,-2.90,0.76,3.99
1.498,3.31,-3.83,0.40,5.07
1.508,1.10,-9.80,-0.28,9.87
1.518,-5.17,-14.67,14.13,21.01
1.528,-1.78,-12.27,20.09,23.60
1.538,12.62,10.59,-7.30,18.02
1.548,6.83,7.82,-4.82,11.45
1.558,1.32,4.21,-1.31,4.60
1.568,1.13,4.30,-5.02,6.70
1.578,-2.36,0.76,-5.26,5.82
1.588,-3.59,-0.95,-5.26,6.44
1.598,-2.59,-0.40,-4.65,5.34
1.608,-2.37,0.89,-3.80,4.56
1.618,-1.34,1.08,-2.96,3.43
1.628,-0.08,2.27,-4.11,4.70
1.638,-0.33,3.65,-4.86,6.09
1.648,-0.88,3.82,-4.91,6.29
1.658,-1.67,3.79,-3.78,5.60
1.667,-1.90,3.41,-2.74,4.77
1.678,-1.35,2.28,-2.16,3.42
1.688,-1.23,1.53,-1.61,2.54
1.698,-1.92,0.70,-0.74,2.18
1.707,-2.66,0.40,1.34,3.01
1.718,-3.44,2.26,3.70,5.53
1.728,-3.98,4.26,3.39,6.75
1.737,-3.15,3.69,1.90,5.21
1.747,-2.67,2.60,2.57,4.53
1.757,-1.94,2.15,2.23,3.66
1.767,-0.92,2.07,0.66,2.36
1.777,-0.67,2.16,-0.01,2.26
1.787,-1.04,2.59,-0.97,2.96
1.797,-1.49,2.81,-2.72,4.18
1.807,-2.22,2.23,-2.72,4.16
1.817,-1.94,1.17,-2.41,3.31
1.827,-0.40,2.86,-1.77,3.39
1.837,1.13,5.37,0.03,5.49
1.847,2.20,4.97,-0.23,5.44
1.857,3.50,3.38,-3.27,5.86
1.867,3.40,1.02,-4.96,6.10
1.877,2.62,-0.76,-2.05,3.41
1.887,2.65,-0.95,1.64,3.26
1.897,1.01,-1.17,3.59,3.91
1.907,-0.54,-1.84,3.81,4.26
1.917,-1.06,-2.86,4.91,5.78
1.927,-1.66,-2.96,5.29,6.29
1.937,-3.17,-1.35,4.34,5.54
1.947,-3.69,-0.51,2.71,4.61
1.957,-3.72,-0.52,2.78,4.68
1.967,-3.70,-0.98,2.37,4.50
1.977,-3.53,-1.63,1.82,4.29
1.987,-2.86,-2.73,0.94,4.06
1.997,-2.14,-4.85,0.45,5.31
2.007,-1.15,-5.40,0.14,5.52
2.017,0.53,-2.87,0.05,2.91
2.027,1.07,-4.21,-1.52,4.60
2.037,1.91,-5.51,-2.81,6.47
2.047,1.83,-5.71,-2.29,6.42
2.057,1.75,-5.71,-1.95,6.28
2.067,2.00,-4.93,-1.94,5.66
2.077,2.53,-4.28,-1.33,5.14
2.087,3.17,-4.92,0.29,5.86
2.097,4.26,-5.37,1.46,7.01
2.107,5.17,-4.65,2.19,7.29
2.117,5.13,-3.86,2.63,6.94
2.127,4.43,-3.45,2.28,6.06
2.137,3.87,-2.42,1.53,4.81
2.147,3.26,-1.77,1.19,3.89
2.157,2.80,-0.58,1.02,3.04
2.167,1.74,2.04,-0.43,2.72
2.177,-0.77,3.68,-1.31,3.98
2.187,-2.33,3.41,-0.38,4.15
2.197,-2.18,2.37,-0.16,3.22
2.207,-1.90,1.62,-0.57,2.57
2.217,2.52,-0.89,-2.39,3.58
2.227,6.95,-2.88,-3.80,8.43
2.237,3.81,1.00,-6.03,7.21
2.247,-0.94,3.71,-8.11,8.97
2.257,-5.30,3.35,-7.17,9.53
2.266,-9.46,4.34,-2.43,10.69
2.277,-13.17,5.24,-2.51,14.39
2.287,-13.61,4.49,-2.97,14.64
2.297,-9.80,2.25,-1.89,10.23
2.307,-5.10,0.82,0.67,5.21
2.317,-2.19,0.16,0.54,2.26
2.327,-0.22,-0.11,-0.74,0.77
2.336,0.94,0.05,-1.35,1.64
2.347,1.23,0.60,-1.77,2.24
