time,ax,ay,az,atotal
0.000,-0.18,-0.73,-1.13,1.35
0.010,-0.11,-0.70,-1.65,1.80
0.020,0.05,-0.60,-2.03,2.12
0.030,0.06,-0.37,-2.11,2.14
0.040,0.02,-0.34,-1.73,1.76
0.050,0.15,0.17,-2.07,2.08
0.060,0.32,0.43,-1.43,1.52
0.070,-0.48,0.40,-0.90,1.09
0.080,-0.98,0.72,-0.84,1.47
0.090,-0.55,1.19,-0.35,1.36
0.100,-0.32,1.22,-0.00,1.26
0.110,-0.07,0.80,-0.39,0.90
0.120,0.07,0.34,-1.08,1.13
0.130,0.22,0.37,-1.57,1.63
0.140,0.24,0.37,-1.82,1.87
0.150,0.04,0.07,-1.53,1.53
0.160,-0.16,-0.16,-0.44,0.49
0.170,-0.39,-0.35,0.91,1.05
0.180,-0.59,-0.57,1.71,1.89
0.189,-0.74,-0.66,1.79,2.05
0.200,-0.80,-0.65,1.43,1.76
0.210,-0.73,-0.59,0.71,1.18
0.220,-0.48,-0.55,-0.26,0.77
0.230,-0.12,-0.58,-1.17,1.31
0.239,0.16,-0.56,-1.62,1.72
0.250,0.22,-0.34,-1.66,1.71
0.260,0.21,-0.23,-1.55,1.58
0.269,0.19,-0.22,-1.29,1.32
0.280,0.20,-0.21,-1.03,1.07
0.289,0.16,-0.08,-0.88,0.90
0.299,-0.03,0.37,-0.77,0.86
0.309,0.00,0.63,-0.65,0.91
0.319,0.31,0.47,-0.44,0.71
0.329,0.63,0.23,-0.15,0.69
0.339,0.68,0.12,0.14,0.71
0.349,0.46,0.17,0.53,0.72
0.359,-0.31,0.36,0.33,0.58
0.369,-0.93,-0.14,2.94,3.09
0.379,-1.12,-0.33,4.32,4.48
0.389,-1.09,-0.28,5.61,5.72
0.399,-0.63,-0.21,6.13,6.17
0.409,-0.17,-0.17,5.91,5.91
0.419,0.44,-0.50,4.78,4.83
0.429,0.81,-1.10,3.17,3.45
0.439,0.91,-1.62,1.93,2.68
0.449,1.45,-1.28,0.97,2.16
0.459,1.64,-0.89,-0.21,1.88
0.469,1.54,-1.09,-1.11,2.18
0.479,1.57,-1.46,-1.79,2.79
0.489,1.48,-1.78,-2.55,3.44
0.499,1.44,-2.00,-2.75,3.69
0.509,1.20,-1.83,-2.08,3.01
0.519,0.75,-1.36,-1.27,2.01
0.529,0.22,-0.41,-0.22,0.51
0.539,-0.10,0.73,0.88,1.15
0.549,-0.03,0.89,1.21,1.50
0.559,-0.08,0.44,1.09,1.18
0.569,-0.12,-0.20,0.33,0.41
0.579,0.06,-0.96,-0.64,1.16
0.589,0.18,-1.32,-1.04,1.69
0.599,0.32,-1.15,-0.96,1.53
0.609,0.58,-0.74,-0.40,1.02
0.619,0.93,-0.24,0.46,1.06
0.629,1.48,0.37,1.27,1.99
0.639,1.42,1.18,1.80,2.58
0.649,1.23,1.20,1.76,2.47
0.659,1.22,0.52,1.58,2.07
0.669,1.45,-0.69,1.41,2.13
0.679,1.37,-1.57,1.19,2.40
0.689,2.02,-2.00,1.32,3.13
0.699,2.22,-2.07,1.54,3.41
0.709,2.25,-2.22,1.91,3.69
0.719,2.16,-2.72,2.60,4.35
0.729,2.08,-3.33,2.60,4.71
0.739,2.03,-4.22,1.61,4.95
0.749,2.18,-4.51,1.45,5.22
0.759,2.46,-3.12,2.60,4.75
0.769,2.49,-1.84,3.98,5.04
0.779,2.65,-2.28,5.30,6.35
0.789,2.77,-3.09,5.89,7.20
0.799,1.31,-4.06,2.88,5.14
0.809,1.06,-3.28,-5.23,6.27
0.818,2.66,-1.54,-6.54,7.23
0.828,0.76,-1.68,-7.76,7.97
0.839,-1.70,-1.44,-1.72,2.82
0.849,-4.16,-0.84,7.96,9.02
0.859,-3.76,-2.32,8.94,9.97
0.869,-1.06,-4.80,7.65,9.09
0.878,0.66,-6.86,7.98,10.55
0.889,1.66,-5.34,6.03,8.22
0.899,0.48,0.73,3.54,3.64
0.909,-2.24,2.27,5.87,6.68
0.918,-4.32,0.48,5.65,7.13
0.929,-5.85,1.61,6.27,8.73
0.939,-7.47,2.89,6.61,10.38
0.948,-8.65,2.60,6.03,10.86
0.958,-9.72,1.54,5.78,11.41
0.969,-9.76,0.34,6.32,11.64
0.978,-8.71,-0.07,5.42,10.26
0.988,-7.92,1.24,2.96,8.55
0.999,-7.43,2.68,0.76,7.93
1.008,-7.48,4.91,-2.56,9.31
1.018,-8.19,8.53,-4.97,12.83
1.028,-8.58,9.69,-5.21,13.96
1.038,-7.57,9.38,-3.12,12.45
1.048,-5.67,10.23,-2.33,11.93
1.058,-3.36,10.73,-2.37,11.50
1.070,-0.69,10.69,-4.43,11.59
1.079,1.77,11.90,-6.20,13.53
1.090,4.49,13.50,-7.89,16.27
1.098,6.22,12.60,-9.23,16.81
1.109,6.65,11.73,-9.46,16.48
1.120,6.73,12.45,-9.94,17.30
