time,ax,ay,az,atotal
0.000,0.56,2.09,-0.22,2.17
0.010,0.52,2.53,-0.59,2.64
0.020,0.66,2.61,-0.39,2.72
0.030,0.23,1.96,0.32,2.00
0.040,-0.24,0.41,1.09,1.19
0.050,-0.35,0.55,0.87,1.09
0.060,-0.74,1.83,1.38,2.41
0.070,-0.84,3.07,0.55,3.23
0.080,-1.24,4.25,-0.21,4.43
0.090,-1.37,5.29,-0.81,5.53
0.100,-1.58,5.70,-1.21,6.04
0.110,-1.87,5.65,-1.35,6.10
0.120,-2.11,5.37,-1.23,5.90
0.130,-2.32,4.84,-1.43,5.56
0.140,-2.73,4.36,-1.27,5.30
0.150,-3.27,3.96,-1.10,5.25
0.160,-3.67,3.66,-1.43,5.38
0.170,-3.77,3.45,-2.07,5.52
0.180,-3.82,3.29,-2.43,5.60
0.190,-3.91,3.60,-2.07,5.70
0.200,-3.82,4.10,-1.89,5.91
0.210,-3.51,4.53,-2.20,6.14
0.220,-2.88,4.88,-2.99,6.41
0.230,-2.11,5.32,-3.66,6.79
0.240,-1.21,5.56,-3.70,6.79
0.250,-0.31,5.60,-3.22,6.47
0.260,0.25,5.66,-2.74,6.29
0.270,0.69,5.60,-2.61,6.21
0.280,0.79,5.14,-2.91,5.96
0.290,0.49,4.31,-3.39,5.51
0.300,0.21,3.31,-3.74,5.00
0.310,0.32,2.64,-3.91,4.73
0.320,0.70,2.63,-4.73,5.46
0.330,0.99,3.22,-5.34,6.32
0.340,1.56,4.11,-5.37,6.93
0.350,2.52,4.58,-5.67,7.71
0.360,3.62,4.26,-6.45,8.54
0.369,4.36,3.53,-6.71,8.75
0.380,4.92,2.71,-6.45,8.55
0.389,5.40,1.65,-6.50,8.61
0.400,5.56,0.85,-6.44,8.55
0.409,5.78,0.53,-6.77,8.92
0.419,5.91,0.15,-7.39,9.46
0.429,5.98,0.03,-7.83,9.85
0.439,5.95,0.35,-7.64,9.69
0.449,6.21,0.71,-7.34,9.64
0.460,6.56,0.95,-7.60,10.08
0.469,6.95,1.19,-7.57,10.34
0.479,6.93,1.08,-7.14,10.01
0.489,6.70,0.71,-7.31,9.94
0.499,6.29,0.08,-7.44,9.74
0.509,5.85,-0.62,-6.89,9.06
0.519,5.59,-0.85,-5.28,7.73
0.529,5.50,-1.04,-4.61,7.25
0.539,5.07,-1.14,-3.57,6.30
0.549,4.51,-0.58,-2.03,4.98
0.559,4.06,0.92,-1.25,4.35
0.569,4.93,1.75,-0.85,5.30
0.579,5.68,0.92,-1.14,5.87
0.589,5.55,-0.60,-1.65,5.82
0.599,5.29,-1.61,2.71,6.16
0.609,6.10,-4.37,1.49,7.65
0.620,4.16,-5.63,6.93,9.85
0.629,3.33,-6.40,8.87,11.43
0.639,2.97,-6.72,3.09,7.97
0.649,2.77,-3.80,2.42,5.28
0.659,3.32,-0.56,1.79,3.81
0.669,3.55,1.56,0.68,3.93
0.679,3.21,2.13,0.51,3.89
0.689,2.40,0.88,0.74,2.66
0.699,1.19,-1.01,1.52,2.18
