time,ax,ay,az,atotal
0.000,-1.40,0.35,-2.07,2.53
0.010,-1.40,-0.00,-2.54,2.90
0.020,-1.28,-0.05,-2.20,2.54
0.030,-1.30,0.22,-1.90,2.31
0.040,-1.41,0.85,-1.31,2.10
0.050,-1.66,1.47,-1.61,2.74
0.060,-1.57,1.41,-1.61,2.65
0.070,-1.15,1.03,-1.89,2.44
0.080,-1.20,1.53,-2.24,2.97
0.090,-1.51,1.96,-2.21,3.32
0.100,-1.73,2.18,-1.94,3.40
0.110,-1.28,2.54,-2.74,3.95
0.120,-1.76,2.57,-3.14,4.43
0.130,-2.41,2.37,-3.20,4.65
0.140,-2.45,2.13,-3.70,4.92
0.150,-2.55,1.48,-3.40,4.50
0.160,-2.47,0.53,-3.12,4.01
0.170,-2.35,-0.17,-2.79,3.65
0.180,-2.41,-0.28,-2.52,3.49
0.190,-1.74,-0.15,-1.98,2.64
0.200,-1.23,-0.07,-1.64,2.05
0.210,-1.18,1.04,-2.04,2.57
0.220,-1.91,2.47,-2.66,4.10
0.230,-2.43,1.89,-3.89,4.96
0.240,-2.88,1.83,-4.81,5.90
0.250,-3.26,1.75,-5.04,6.25
0.260,-3.40,1.11,-5.23,6.34
0.270,-3.65,0.16,-4.86,6.08
0.280,-3.57,-0.43,-5.64,6.69
0.290,-3.68,-1.49,-5.28,6.61
0.300,-3.14,-2.01,-4.70,6.00
0.310,-3.16,-1.94,-5.78,6.87
0.320,-4.25,-1.25,-6.63,7.97
0.330,-5.02,0.33,-7.11,8.71
0.340,-6.01,1.05,-6.77,9.11
0.351,-6.12,0.79,-7.09,9.40
0.359,-5.82,-0.63,-6.47,8.73
0.369,-5.62,-2.25,-5.81,8.38
0.379,-4.88,-2.72,-5.99,8.19
0.389,-5.02,-1.84,-5.78,7.88
0.399,-6.46,-0.20,-4.90,8.11
0.410,-7.79,0.49,-5.11,9.33
0.419,-8.88,-0.51,-6.23,10.86
0.429,-9.34,-1.55,-7.05,11.80
0.439,-9.51,-1.20,-7.08,11.92
