time,ax,ay,az,atotal
0.000,0.41,-0.74,-0.48,0.97
0.010,0.33,-0.80,0.02,0.87
0.020,0.40,0.99,1.75,2.05
0.030,0.45,2.47,0.61,2.58
0.040,0.24,2.31,1.02,2.54
0.050,-0.15,1.47,1.55,2.14
0.060,-0.56,0.70,1.62,1.85
0.070,-0.70,0.17,1.58,1.73
0.080,-0.68,-0.24,1.31,1.49
0.090,-0.61,-0.51,0.78,1.11
0.100,-0.46,-0.53,0.31,0.77
0.110,-0.12,-0.38,-0.01,0.40
0.120,0.17,-0.23,-0.16,0.33
0.130,0.50,-0.17,-0.29,0.60
0.140,0.93,-0.27,-0.77,1.24
0.150,1.49,-0.55,-1.25,2.02
0.160,2.02,-1.14,-1.54,2.79
0.170,2.11,-1.96,-1.93,3.47
0.180,2.25,-2.67,-1.83,3.94
0.190,2.01,-3.10,-1.06,3.84
0.200,1.62,-3.22,-0.07,3.61
0.210,1.34,-3.18,1.07,3.62
0.220,0.82,-3.21,2.21,3.99
0.230,0.21,-3.26,3.13,4.53
0.240,-0.17,-3.20,3.98,5.11
0.250,-0.60,-2.83,5.18,5.93
0.259,-1.06,-2.69,5.91,6.58
0.269,-1.52,-2.69,5.75,6.52
0.279,-1.74,-2.66,5.03,5.95
0.289,-1.85,-2.76,3.71,4.98
0.299,-1.90,-2.49,2.57,4.05
0.309,-1.72,-1.67,1.90,3.06
0.320,-1.06,-0.99,1.86,2.36
0.329,-0.71,-0.63,1.93,2.15
0.339,-0.69,-0.40,2.05,2.19
0.349,-0.50,-0.58,2.13,2.27
0.359,-1.08,-0.82,2.02,2.43
0.369,-1.34,-0.91,1.70,2.35
0.379,-1.10,-1.01,1.04,1.82
0.389,-0.70,-0.89,0.90,1.45
0.399,-0.73,-0.54,1.29,1.58
0.409,-0.88,-0.24,1.82,2.04
0.419,-1.12,0.10,2.40,2.65
0.429,-1.11,0.38,2.90,3.13
0.439,-1.28,0.56,3.76,4.01
0.449,-3.57,0.12,8.08,8.83
0.459,-0.10,-1.90,6.01,6.30
0.469,0.15,-3.53,4.21,5.49
0.479,-3.79,-4.98,3.46,7.15
0.489,-3.40,-4.61,4.41,7.23
0.499,-3.58,-2.01,-28.13,28.43
0.509,-3.67,3.78,-43.36,43.68
0.519,-2.64,3.62,4.08,6.05
0.529,-0.11,1.20,7.81,7.90
0.539,0.06,-0.02,7.32,7.32
0.549,0.63,-0.89,2.92,3.12
0.559,0.49,-1.17,0.08,1.27
0.569,0.12,-1.34,0.30,1.38
0.579,0.58,-1.33,0.60,1.57
0.589,1.40,-0.62,-0.13,1.54
0.599,1.25,0.75,-0.83,1.68
0.609,1.04,2.14,-0.15,2.38
0.619,0.82,2.83,1.05,3.12
0.629,0.91,2.10,0.07,2.29
0.639,-2.01,1.84,-1.50,3.11
0.649,-3.21,1.68,-1.09,3.78
0.659,-2.61,1.35,-1.03,3.11
0.669,-2.05,1.39,0.41,2.51
0.679,-1.65,0.03,4.76,5.04
0.689,-0.05,-2.83,3.43,4.44
0.699,4.81,-2.60,1.39,5.64
0.709,2.19,-1.61,6.04,6.63
